PDB,label,DOCKQ,FNAT,IRMSD,LRMSD,CAPRI_quality,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,dMaSIF,PIsToN,GNN-DOVE,DeepRank-GNN
3K75-ranair-it0-4056,0,0.004,0,29.765,87.362,4,3K75,-13.55794,37.3397,-0.206,1.693,-3.999,-0.04,22.24,-0.043353,-1.326026917,1.928034663,0.2274,0.008334729
3K75-cm-it0-5346,0,0.008,0,24.267,57.828,4,3K75,-45.99102,-61.9725,-1.615,-1.007,-0.595,-0.0248,-2.65,0.174922,-0.702767432,1.864814878,0.1447,0.005910606
3K75-ranair-it0-9932,0,0.027,0.026,11.327,42.345,4,3K75,-36.90639,-27.855,2.416,-2.788,-1.879,-0.0451,-0.75,0.397311,0.117244557,1.736942053,0.2274,0.006227615
3K75-ranair-it0-8776,0,0.008,0,20.995,59.005,4,3K75,-21.57806,15.5415,4.578,-7.185,-2.442,-0.0057,13.03,0.024354,-1.668512702,1.611372113,0.2274,0.007086637
3K75-cm-it0-5790,0,0.007,0,22.559,63.442,4,3K75,-54.185,-38.6087,-2.052,-0.433,-2.937,-0.0823,7.95,0.381079,-0.551400781,1.74271524,0.1466,0.008845874
3K75-ranair-it0-9193,0,0.052,0,12.159,20.99,4,3K75,-42.88139,-110.431,1.915,-13.809,0.57,-0.0519,-23.9,0.498959,-0.681736648,1.153100371,0.2529,0.030606845
3K75-ranair-it0-6869,0,0.042,0,14.014,23.779,4,3K75,-28.7202,11.8267,0.071,-0.851,-1.699,0.0742,1.46,0.159273,-3.266105413,1.943520784,0.2274,0.005118644
3K75-cm-it1-59,0,0.015,0,16.332,42.786,4,3K75,-67.07876,-131.325,-2.269,-2.438,0.687,-0.1559,18.53,0.640038,0.610630631,1.946364522,0.0747,0.017186078
3K75-cm-it0-1904,0,0.009,0,22.419,57.188,4,3K75,-45.3619,-76.1631,0.86,-1.61,-3.413,-0.0684,8.77,0.255784,-1.186353922,1.102555513,0.2274,0.00728658
3K75-ranair-it0-1219,0,0.014,0,15.268,46.366,4,3K75,-26.71023,22.59,2.992,-4.161,-4.909,-0.0184,2.82,0.180138,-0.857531309,1.900315881,0.2274,0.003231081
3K75-ranair-it0-8482,0,0.014,0,13.138,48.389,4,3K75,-42.80276,-3.54164,0.041,7.661,-5.243,-0.1089,-7.96,0.08167,-0.486237496,1.439503908,0.2274,0.006527393
3K75-cm-it0-5393,0,0.009,0,16.738,60.223,4,3K75,-56.4368,-114.349,0.659,-2.907,0.197,-0.065,-10.67,0.643191,-0.530421376,1.870825529,0.2274,0.005585974
3K75-cm-it0-5381,0,0.009,0,21.249,57.799,4,3K75,-40.7552,-107.695,-1.287,3.288,-1.925,-0.21,0.3,0.547241,0.361944139,1.44242692,0.2304,0.012904645
3K75-ranair-it0-4500,0,0.014,0,14.519,47.807,4,3K75,-33.203267,7.83938,-0.851,-3.892,-0.303,0.3467,3.51,0.340296,-1.536401749,1.887347221,0.2274,0.006841294
3K75-ranair-it0-2971,0,0.005,0,22.487,78.703,4,3K75,-30.2541,-70.6121,13.215,18.521,-0.276,-0.0678,19.97,0.387979,-0.590570152,1.947249413,0.2385,0.013976188
3K75-ranair-it0-6552,0,0.005,0,23.88,77.748,4,3K75,-16.85927,-11.4305,4.868,3.104,-2.23,0.0387,-1.34,0.058319,-0.613672376,1.862402678,0.2274,0.009850302
3K75-ranair-it0-1177,0,0.006,0,24.603,70.827,4,3K75,-11.69136,-27.2871,4.058,-3.346,-0.082,-0.074,-13.74,0.267067,-0.71803844,1.843483925,0.2274,0.008773306
3K75-cm-it0-5025,0,0.008,0,19.017,60.801,4,3K75,-58.9588,-81.907,-1.631,-6.11,-1.656,-0.0632,-10.63,0.443753,-0.643778741,1.275271416,0.1103,0.012618998
3K75-ranair-it0-9709,0,0.016,0,10.607,49.014,4,3K75,-35.69237,-27.2243,7.741,6.822,-0.968,0.0027,5.19,0.273841,-0.06429898,1.922480106,0.2274,0.014703359
3K75-ranair-it0-960,0,0.004,0,29.157,90.17,4,3K75,-41.92527,-48.2137,12.07,-4.846,-2.232,-0.0156,-6.73,0.366685,-1.876625538,1.922693372,0.2274,0.036532752
3K75-ranair-it0-2877,0,0.007,0,18.356,68.308,4,3K75,-44.265,-112.06,2.344,2.343,2.202,-0.0389,8.39,0.438731,0.249112412,1.952420115,0.138,0.015985662
3K75-ranair-it0-2381,0,0.008,0,18.352,65.229,4,3K75,-43.1878,-74.0986,4.949,5.37,-3.299,0.1248,-0.5,0.405083,-1.051482081,1.934731603,0.2274,0.023466803
3K75-ranair-it0-1772,0,0.008,0,20.435,62.891,4,3K75,-44.3961,-55.9197,4.214,-1.922,-0.83,0.1069,-13.69,0.513869,-0.531754494,1.63868463,0.2274,0.006952144
3K75-cm-it0-1001,0,0.01,0,18.58,54.736,4,3K75,-61.382,-90.0736,-0.013,0.734,0.209,-0.1464,7.93,0.612926,-0.9878667,1.802310705,0.1152,0.010701406
3K75-ranair-it0-5673,0,0.01,0,18.789,53.804,4,3K75,-51.734,12.5684,23.684,13.804,-5.224,0.1603,21.23,0.12147,-0.90916729,1.944283962,0.0833,0.010323961
3K75-ranair-it0-9643,0,0.006,0,23.515,69.585,4,3K75,-36.24626,-14.9235,8.506,7.309,-2.48,-0.0008,16.47,0.379138,-0.666499019,1.901338339,0.6056,0.009512602
3K75-cm-it0-6019,0,0.011,0,13.606,60,4,3K75,-27.64054,-85.0155,-0.938,-0.178,-0.876,-0.1141,-3.56,0.467247,-0.962926328,1.873208284,0.2309,0.007129679
3K75-cm-it0-8801,0,0.014,0,13.307,48.024,4,3K75,-28.7488,-69.762,-1.068,5.781,-0.234,-0.0303,-10.38,0.304298,-1.125883102,1.7827034,0.2413,0.009683497
3K75-cm-it1-202,0,0.009,0,19.739,56.879,4,3K75,-41.264912,-127.284,-1.149,-9.118,0.869,-0.12,6.66,0.529388,0.59734422,-0.02010572,0.1316,0.038084468
3K75-cm-it0-8600,0,0.011,0,15.161,54.349,4,3K75,-28.44945,-120.038,-0.008,3.298,-1.652,-0.065,20.38,0.342249,0.474419236,1.942730665,0.1675,0.010931066
3K75-ranair-it0-2249,0,0.004,0,27.561,85.476,4,3K75,-27.2017,-42.3301,0.2,14.236,-3.273,0.033,18.17,0.225994,-0.318864495,1.945590854,0.2275,0.004497438
3K75-ranair-it0-4706,0,0.004,0,31.914,88.037,4,3K75,-34.62175,-39.665,9.422,0.103,-0.691,0.0674,-1.36,0.298323,-0.387270838,1.899408102,0.1072,0.01161708
3K75-cm-it0-8900,0,0.017,0,15.104,41.35,4,3K75,-82.77378,-120.851,-2.186,-18.149,-3.871,-0.1798,-12.28,0.497733,-1.103337646,1.875424027,0.1228,0.00412142
3K75-ranair-it0-6057,0,0.037,0,11.822,26.418,4,3K75,-37.31266,-43.2634,-0.751,-7.764,0.402,-0.0953,-0.29,0.287297,-0.567788124,1.636501431,0.2287,0.003354284
3K75-ranair-it0-3843,0,0.004,0,32.169,85.635,4,3K75,-50.6962,-59.1578,0.717,0.093,-3.003,-0.0944,-2.66,0.447214,-0.193757385,1.649214506,0.1305,0.011956967
3K75-ranair-it0-3852,0,0.011,0,18.196,53.169,4,3K75,-34.05,-49.7613,7.549,-1.237,-5.336,-0.0403,-0.97,0.453471,-1.120485902,1.805349469,0.0727,0.040060617
3K75-cm-it0-5635,0,0.006,0,27.433,71.69,4,3K75,-52.6096,-73.3911,-0.583,6.252,-0.75,-0.0776,15.04,0.479955,-0.405616254,1.94641161,0.0902,0.009492118
3K75-cm-it0-1696,0,0.017,0,14.292,41.402,4,3K75,-18.70559,-96.6429,-1.341,11.449,0.022,0.0071,26.57,0.491793,0.505793869,1.914515018,0.149,0.008762753
3K75-cm-it0-3485,0,0.059,0.077,9.556,29.733,4,3K75,-59.19848,-134.565,-1.992,-22.266,0.247,-0.1263,-11.72,0.632712,1.308776259,0.451628089,0.2274,0.037336112
3K75-cm-it0-508,0,0.009,0,21.108,57.445,4,3K75,-59.627893,-39.0516,-2.395,-18.511,-3.282,-0.1099,-3.31,0.545256,-0.722661972,1.562591314,0.2274,0.007074376
3K75-cm-it0-7593,0,0.01,0,17.464,56.75,4,3K75,-41.6221,-6.10607,-1.024,0.564,-2.841,-0.0076,2.48,0.339027,-1.305915833,1.94095993,0.2279,0.018127805
3K75-ranair-it0-6272,0,0.006,0,26.857,70.884,4,3K75,-31.37264,-54.6107,3.471,4.328,-1.326,0.0053,22.66,0.331642,-0.733096242,1.942505956,0.0949,0.009764482
3K75-ranair-it0-4192,0,0.004,0,31.893,83.584,4,3K75,-40.21691,-32.9709,4.393,-0.907,-3.057,0.0482,12.68,0.418326,-1.059051275,1.945667982,0.2274,0.013630896
3K75-cm-it0-883,0,0.013,0,17.528,47.972,4,3K75,-50.60203,-143.723,-1.71,1.279,1.565,-0.0195,3.96,0.493126,-1.509604335,1.835360289,0.1682,0.007257631
3K75-cm-it0-5694,0,0.009,0,20.711,56.417,4,3K75,-18.44496,-90.7578,-0.693,11.6,0.268,-0.0506,3.87,0.242819,-0.972846448,1.937173724,0.1276,0.008475013
3K75-cm-it0-5733,0,0.008,0,18.644,63.611,4,3K75,-46.9889,-85.5205,0.384,-1.324,-2.379,-0.0834,6.24,0.320183,-1.144849181,1.320999092,0.2691,0.004221107
3K75-cm-it0-3425,0,0.012,0,18.657,48.324,4,3K75,-32.23484,-7.34683,-0.746,0.627,-2.798,-0.1129,9.85,0.196096,-0.673549414,1.947522521,0.0709,0.00688957
3K75-ti-it0-210,0,0.051,0.051,12.224,27.535,4,3K75,-49.93514,-149.584,5.304,-18.268,0.435,-0.0964,-27.84,0.768042,1.246712804,0.531698704,0.1269,0.121495931
3K75-cm-it0-6032,0,0.021,0,10.082,41.611,4,3K75,-46.08592,-137.042,-0.821,-0.328,1.065,-0.1108,7.29,0.473249,-0.032624051,1.852762461,0.2274,0.028033472
3K75-cm-it0-232,0,0.01,0,16.064,58.469,4,3K75,-63.6738,-118.871,-1.284,2.43,-0.959,-0.1478,-11.89,0.641707,-0.74870795,1.921114206,0.1176,0.009009191
3K75-cm-it0-6737,0,0.011,0,14.611,56.719,4,3K75,-31.392668,-60.3421,-0.603,1.263,-0.777,-0.167,-17.29,0.451409,-0.735366404,1.787418365,0.1258,0.009826944
3K75-ranair-it0-6889,0,0.01,0,16.732,54.97,4,3K75,-39.24679,-54.1563,10.558,2.857,-1.883,0.1125,5.08,0.242554,-1.091224313,1.855302334,0.2068,0.013420587
3K75-ranair-it0-1353,0,0.023,0,12.02,36.08,4,3K75,-36.20475,-27.418,6.571,3.51,-0.606,-0.0397,8.48,0.150038,-1.77489543,1.620525002,0.2274,0.051481325
3K75-cm-it0-7825,0,0.006,0,24.873,72.206,4,3K75,-47.6691,-70.6321,-2.285,-0.672,-3.992,-0.1177,-4.88,0.569377,-0.068562247,1.914038181,0.1265,0.009537094
3K75-cm-it0-5121,0,0.016,0,11.418,47.038,4,3K75,-26.44999,-36.8543,-0.223,12.219,-1.011,-0.1403,18.48,0.188743,-0.325616181,0.300313711,0.2274,0.00862225
3K75-cm-it0-6574,0,0.014,0,13.368,49.435,4,3K75,-41.6215,-60.6531,-0.499,7.059,-1.562,-0.0191,28.53,0.465295,-1.261418343,1.95206821,0.1331,0.01077403
3K75-ranair-it0-1645,0,0.026,0,16.448,30.983,4,3K75,-56.82714,-82.4589,5.122,-9.184,1.958,-0.1357,-18.27,0.508204,-1.919446945,1.550854087,0.0719,0.018842975
3K75-cm-it0-8485,0,0.006,0,23.733,73.608,4,3K75,-42.55435,-106.364,-0.101,2.911,0.01,0.0295,21.15,0.309633,-0.604541421,1.950586915,0.2387,0.004267822
3K75-cm-it0-6590,0,0.008,0,19.324,62.563,4,3K75,-60.27816,-75.2168,-1.174,-7.822,-0.356,-0.0314,14.56,0.409299,-0.154352635,1.949185371,0.1004,0.006655001
3K75-cm-it0-3513,0,0.008,0,19.988,62.903,4,3K75,-49.9604,-73.2909,-0.175,0.799,-1.539,-0.0002,21.79,0.455957,-0.291001797,1.928854465,0.2274,0.019620969
3K75-cm-it0-969,0,0.025,0,12.495,33.394,4,3K75,-56.29455,-117.577,-0.879,-11.254,0.183,-0.1249,-5.15,0.490331,-0.394269735,0.14855969,0.091,0.017083223
3K75-cm-it0-6440,0,0.016,0,13.172,43.759,4,3K75,-32.4291,-53.9919,-0.19,10.763,0.445,-0.0238,22.93,0.441658,0.41721791,1.96113658,0.2274,0.012295446
3K75-ranair-it0-3644,0,0.004,0,27.304,87.404,4,3K75,-34.65032,-59.1149,7.792,0.954,-4.561,-0.0065,4.51,0.062318,-1.578800917,1.912012219,0.2274,0.009756157
3K75-ranair-it0-620,0,0.008,0,19.433,60.706,4,3K75,-47.4713,-76.714,12.722,-4.554,-2.081,-0.0208,-1.69,0.454045,-0.698563874,1.951778531,0.2274,0.01090173
3K75-ranair-it0-2706,0,0.057,0.051,12.583,24.686,4,3K75,-28.925826,-30.5557,2.084,-3.201,-0.024,-0.0512,-13.82,0.179419,-0.643551528,1.161027789,0.2274,0.045007037
3K75-ranair-it0-4148,0,0.152,0.154,5.473,15.514,4,3K75,-30.945247,-75.1466,1.202,-13.98,-0.023,-0.0556,-24.89,0.41133,-0.028815359,1.209065318,0.2274,0.014156562
3K75-ranair-it0-6306,0,0.004,0,31.085,89.333,4,3K75,-35.25994,4.70966,-0.515,-5.126,-5.72,0.0111,6.82,0.107038,-1.374086976,1.951153517,0.2274,0.005588109
3K75-ranair-it0-206,0,0.006,0,25.129,69.639,4,3K75,-23.36073,19.4304,1.995,-4.929,-2.562,-0.0653,9.84,0.150492,-0.809117317,1.823920608,0.2342,0.007477484
3K75-cm-it0-5481,0,0.007,0,24.28,64.7,4,3K75,-53.98678,-58.0905,0.147,-5.793,-1.846,-0.0726,-4.69,0.406609,-1.149113536,1.701877236,0.2274,0.003278186
3K75-cm-it0-367,0,0.013,0,20.073,46.459,4,3K75,-43.2286,-142.567,-0.107,5.252,-2.703,-0.0994,-9.02,0.317122,-0.99088341,1.322867513,0.0984,0.009165472
3K75-ranair-it0-5033,0,0.008,0,24.51,59.532,4,3K75,-33.54141,-57.5306,-0.929,-2.557,-1.163,-0.0828,-7.72,0.329122,-1.119454265,1.706282854,0.3617,0.03430571
3K75-cm-it0-3910,0,0.008,0,19.955,62.368,4,3K75,-45.20725,-126.403,-1.587,1.287,-0.485,0.0052,-2.32,0.489561,0.133431703,1.076114655,0.0832,0.005057077
3K75-cm-it0-6588,0,0.011,0,16.71,51.969,4,3K75,-58.23875,-136.953,-0.87,-10.506,1.504,-0.0175,12.92,0.400591,0.882221818,1.942486644,0.1323,0.022611327
3K75-cm-it0-2047,0,0.006,0,21.76,73.239,4,3K75,-54.3613,-87.8886,-0.587,3.876,-1.108,-0.0774,27.94,0.405551,-1.006188035,1.930109262,0.2433,0.005710554
3K75-ranair-it0-7294,0,0.009,0,19.822,55.924,4,3K75,-13.7117,-1.7698,1.722,3.98,-4.805,0.131,13.15,0.068934,-0.654859066,1.954161286,0.207,0.00396614
3K75-cm-it0-8444,0,0.01,0,21.154,53.107,4,3K75,-47.96793,-51.4934,-1.836,-9.085,-1.061,-0.1956,12.56,0.368733,-0.563482344,1.887850523,0.2274,0.004447185
3K75-cm-it0-619,0,0.009,0,19.931,55.786,4,3K75,-59.85173,-173.274,-1.54,-15.6,0.135,-0.0968,12.04,0.749778,0.117378011,1.744577765,0.0835,0.02425299
3K75-ranair-it0-1349,0,0.066,0.051,9.153,23.075,4,3K75,-45.63163,-80.4264,2.685,-16.103,1.08,-0.0674,-14.95,0.464753,-0.333770931,0.414147496,0.2274,0.008870028
3K75-ranair-it0-2634,0,0.005,0,25.24,81.835,4,3K75,-52.6606,-45.0688,-0.178,-4.443,-0.907,-0.027,-4.34,0.347054,-0.741929948,1.916431546,0.2274,0.006144443
3K75-ranair-it0-6428,0,0.006,0,21.948,73.525,4,3K75,-40.31775,-63.7338,3.766,-5.334,-2.559,-0.122,13.16,0.209364,-1.620549917,1.950411797,0.2286,0.011002969
3K75-cm-it0-988,0,0.01,0,14.246,59.441,4,3K75,-41.47998,-93.9917,-1.503,-13.497,-0.882,-0.0502,0.62,0.44953,-1.51237309,1.865297914,0.1412,0.012225708
3K75-cm-it0-2601,0,0.008,0,18.797,63.022,4,3K75,-46.3321,-107.39,-0.523,2.268,-0.674,0.0208,3.69,0.515117,0.160510004,1.834993005,0.2274,0.008633903
3K75-cm-it0-2612,0,0.007,0,18.695,66.866,4,3K75,-33.3508,-107.82,0.009,10.1,-0.747,-0.1616,7.89,0.506733,0.003616647,1.903586388,0.1852,0.010465299
3K75-cm-it0-2898,0,0.009,0,14.848,62.815,4,3K75,-43.0553,-69.0393,-1.291,4.053,-2.683,-0.1042,16.19,0.302184,-0.535004616,1.945387483,0.0902,0.019779464
3K75-ranair-it0-4987,0,0.01,0,20.925,51.702,4,3K75,-26.9585,-20.0039,2.278,6.31,-2.619,0.0295,10.75,0.197317,-0.096191347,1.905162811,0.0864,0.006413632
3K75-ti-it0-619,0,0.05,0.051,11.903,28.073,4,3K75,-50.24623,-124.878,0.797,-21.113,1.452,-0.0525,-18.1,0.560461,1.155365348,0.751982391,0.2332,0.053865931
3K75-ranair-it0-6875,0,0.015,0,17.95,43.571,4,3K75,-35.9513,-37.9228,9.009,8.98,1.38,0.0813,14.08,0.380372,-2.472860575,1.912250519,0.2274,0.027978854
3K75-cm-it0-589,0,0.008,0,19.986,63.889,4,3K75,-40.3256,-69.5259,-0.229,9.3,-3.36,-0.1042,-5.28,0.521066,-0.536087334,1.941128731,0.1582,0.011596534
3K75-cm-it0-9288,0,0.007,0,21.33,64.793,4,3K75,-44.3769,-113.823,-0.327,8.15,0.947,-0.0558,6.44,0.488783,-0.539494336,1.877347946,0.2749,0.00861929
3K75-cm-it0-6564,0,0.012,0,14.552,51.434,4,3K75,-55.10385,-63.0495,-1.59,-1.127,-3.092,-0.1534,-2.29,0.358877,-0.629388273,1.948184967,0.1058,0.007607703
3K75-cm-it0-2965,0,0.01,0,19.512,52.52,4,3K75,-40.4074,-52.6651,-1.469,-1.726,-2.441,0.0006,7.79,0.387417,-1.092261076,1.918704867,0.098,0.006954044
3K75-ranair-it0-5731,0,0.012,0,15.629,52.282,4,3K75,-42.87269,-80.1125,6.249,0.214,1.524,0.09,8.7,0.217813,-0.202605665,1.84084177,0.2316,0.011530627
3K75-cm-it0-8294,0,0.009,0,19.223,60.212,4,3K75,-65.2986,-89.8559,-1.01,-7.196,-3.396,-0.1124,-1.29,0.268604,-1.049508572,1.954736829,0.2274,0.004327808
3K75-cm-it0-1541,0,0.012,0,14.202,52.28,4,3K75,-48.313606,-38.2451,-2.579,-9.975,-2.671,0.0182,3.23,0.353382,-0.638174593,1.621809721,0.2274,0.005214249
3K75-cm-it0-1256,0,0.01,0,17.96,54.979,4,3K75,-42.70402,-19.0977,-0.978,11.065,-3.08,-0.0517,26.59,0.169758,-1.789501667,1.944004297,0.2274,0.007648329
3K75-cm-it0-4509,0,0.011,0,17.926,52.444,4,3K75,-44.8585,-60.1175,0.416,10.09,-0.635,-0.043,7.75,0.434939,-0.772936106,0.931990564,0.2274,0.008997279
3K75-ranair-it0-4562,0,0.006,0,27.643,69.469,4,3K75,-29.3922,-34.772,6.636,8.512,-1.529,-0.1002,11.46,0.252544,-0.499790162,1.94633007,0.0959,0.006123863
3K75-ranair-it0-9606,0,0.013,0,15.94,47.729,4,3K75,-21.12169,-50.178,15.999,6.426,-2.077,-0.0452,-3.18,0.211261,-0.107855961,1.18823719,0.1162,0.009286176
3K75-cm-it0-1876,0,0.01,0,21.897,52.622,4,3K75,-43.0617,-46.0905,-1.43,1.37,0.244,-0.1093,16.35,0.421099,-0.686586618,1.899071932,0.1554,0.012427793
3K75-cm-it0-9623,0,0.016,0,16.151,42.315,4,3K75,-56.6958,-112.714,-0.421,2.912,0.115,-0.0995,-22.64,0.592973,-0.645937383,1.135922432,0.1035,0.009209658
3K75-ranair-it0-3050,0,0.005,0,26.519,77.36,4,3K75,-26.47875,-46.289,1.818,-3.255,-1.029,-0.1277,-3.19,0.297025,-1.005889773,1.770125628,0.2274,0.008594052
3K75-cm-it0-2209,0,0.006,0,25.392,69.835,4,3K75,-40.48441,-47.5796,-0.741,-4.657,-0.355,-0.059,12.92,0.223886,-0.478139281,1.866066694,0.0554,0.012086707
3K75-cm-it0-7242,0,0.008,0,17.259,64.36,4,3K75,-34.19818,-36.8813,-0.315,4.681,-2.51,-0.1526,18.28,0.333777,-0.665815353,1.865032792,0.2274,0.006459959
3K75-ranair-itw-303w,0,0.007,0,21.445,68.279,4,3K75,-62.49423,-132.152,-2.402,-9.623,-0.075,-0.1937,22.56,0.504017,0.067236587,1.962938786,0.0928,0.038730392
3K75-cm-it0-576,0,0.011,0,20.18,50.926,4,3K75,-46.5714,-83.7796,3.859,5.661,-2.634,-0.0398,18.71,0.409996,-1.698810577,1.946880102,0.2286,0.01077064
3K75-cm-it0-7319,0,0.008,0,16.947,68.432,4,3K75,-35.13805,-100.597,-0.805,0.822,-0.471,-0.1158,3.17,0.506433,-0.295617372,1.91306591,0.1037,0.007393167
3K75-cm-it0-9205,0,0.007,0,22.992,63.46,4,3K75,-41.4833,-40.3018,-0.975,1.012,-2.535,0.0235,-11.18,0.253378,-1.517392039,1.950503826,0.2707,0.00731048
3K75-ranair-it1-331,0,0.032,0,14.819,27.671,4,3K75,-39.3345,-101.517,-1.318,-13.214,-0.072,-0.1094,1.34,0.420553,-0.690720201,-0.053938508,0.2339,0.011685813
3K75-ranair-it1-378,0,0.025,0,13.552,32.709,4,3K75,-49.20002,-100.354,-1.631,-7.615,0.885,-0.0954,-5.77,0.292007,0.724433362,1.725913286,0.2274,0.021344663
3K75-ranair-it0-7211,0,0.007,0,22.054,63.769,4,3K75,-41.757604,-31.4365,24.418,1.566,-4.724,0.1263,-0.19,0.140839,-0.906035542,1.969497323,0.126,0.010414173
3K75-ranair-it0-4580,0,0.024,0,18.505,31.814,4,3K75,-19.14827,13.2495,-0.287,-4.668,-2.489,0.0201,5.11,0.065937,-3.90299964,1.935623646,0.2274,0.001507613
3K75-cm-it0-9185,0,0.019,0,11.261,41.298,4,3K75,-69.3413,-163.351,-1.13,8.27,-0.663,-0.2311,4.25,0.920126,0.176844805,1.398910403,0.2459,0.035955114
3K75-ranair-it0-3783,0,0.006,0,25.036,67.778,4,3K75,-16.74937,12.3248,4.629,1.788,-2.318,0.0347,-10.83,0.125575,-1.028660774,1.889123201,0.0965,0.001351819
3K75-ranair-it0-1175,0,0.011,0,18.978,51.295,4,3K75,-41.0372,-56.3969,4.054,-3.92,-1.448,0.1016,8.8,0.32813,-0.937622845,1.954976439,0.1327,0.006570995
3K75-cm-it0-4380,0,0.016,0,13.701,43.947,4,3K75,-59.2704,-86.8094,-2.138,-8.038,-1.168,0.0379,12.07,0.407434,0.570376217,1.921144724,0.2274,0.011278728
3K75-ranair-it0-7801,0,0.015,0,16.787,44.077,4,3K75,-30.0879,-61.6377,-0.104,0.504,-1.049,-0.0468,4.24,0.373323,-1.190193295,1.823520303,0.2274,0.004529133
3K75-ranair-it0-6902,0,0.01,0,16.994,56.996,4,3K75,-69.7597,-90.7392,0.559,-2.117,-1.903,-0.1262,2.06,0.702345,-0.136463389,1.480112076,0.2274,0.010223753
3K75-cm-it0-4489,0,0.018,0,19.477,38.222,4,3K75,-51.1546,-76.949,-0.327,6.738,-1.249,-0.0244,-10.8,0.477184,-0.880365252,1.949557781,0.0651,0.007326839
3K75-ranair-it0-1988,0,0.004,0,30.599,88.362,4,3K75,-36.18153,-6.21812,-0.13,-2.077,-4.161,-0.0337,4.12,0.18192,-1.391127467,1.939576745,0.2274,0.00491395
3K75-ranair-it0-4748,0,0.005,0,29.572,77.21,4,3K75,-19.324046,-92.7275,1.044,-10.466,0.445,-0.0657,-8.34,0.37713,-0.129104599,1.866799355,0.2274,0.080024812
3K75-cm-it0-5826,0,0.053,0.051,11.542,26.899,4,3K75,-46.81118,-83.4387,-1.882,-16.087,0.598,-0.0606,-19.57,0.521989,-0.408701688,1.128377438,0.2274,0.021954476
3K75-cm-it0-5605,0,0.013,0,16.579,48.581,4,3K75,-46.2296,-187.309,-0.895,-0.531,1.794,-0.0918,4.82,0.588357,-0.125261471,1.954561949,0.0916,0.016665583
3K75-ranair-it0-1659,0,0.005,0,29.923,79.209,4,3K75,-7.76731,63.9452,1.612,1.416,-1.569,-0.0053,9.28,0.134882,-0.8776021,1.955949903,0.1235,0.007781393
3K75-cm-it0-9232,0,0.008,0,19.775,64.082,4,3K75,-35.4592,-95.9166,-1.439,10.675,-1.57,-0.1205,-0.39,0.382571,-0.794915378,1.591926455,0.0669,0.008839181
3K75-ranair-it0-3861,0,0.015,0,14.444,45.324,4,3K75,-30.070843,-32.4295,2.972,6.605,-4.64,0.1285,-0.5,0.49841,-0.675220132,1.947897553,0.1285,0.012143446
3K75-cm-it0-525,0,0.018,0,16.008,38.492,4,3K75,-48.73496,-127.52,1.165,-1.923,0.983,-0.0786,-2.59,0.478868,-0.465947658,1.933470845,0.1379,0.007036171
3K75-ranair-it0-1440,0,0.013,0,18.177,47.567,4,3K75,-39.5732,-103.242,6.173,7.062,-2.763,0.0453,10.63,0.621299,-0.475580901,1.915011764,0.1958,0.01419607
3K75-ranair-it0-1429,0,0.012,0,20.94,47.317,4,3K75,-35.59,8.24753,4.728,17.144,-2.034,0.1026,17.26,0.022741,-0.683267057,1.948455691,0.4263,0.01418992
3K75-ranair-it0-7116,0,0.005,0,29.735,76.811,4,3K75,-33.29763,-61.1451,0.201,3.932,-3.689,0.0349,3.51,0.226803,-1.099489808,1.934627414,0.2423,0.002927103
3K75-cm-it0-5448,0,0.017,0,14.595,40.876,4,3K75,-62.36374,-72.7565,-1.364,-8.099,-3.866,-0.0962,1.06,0.508216,-0.56029731,1.956539989,0.2274,0.005002377
3K75-cm-it0-4976,0,0.012,0,15.843,49.647,4,3K75,-44.8702,-70.5149,-1.469,3.159,-5.516,-0.0423,0.04,0.192712,-1.199569702,1.960860729,0.2274,0.011076861
3K75-ranair-it0-1320,0,0.007,0,22.773,64.938,4,3K75,-21.40424,-23.3075,8.856,9.8,-1.808,-0.0537,13.06,0.390399,-0.417173147,1.946613193,0.0548,0.013290332
3K75-ranair-it0-1910,0,0.007,0,23.458,66.756,4,3K75,-52.9372,-30.58,-0.638,20.814,-2.684,-0.0817,47.56,0.395385,-0.186891228,-1.361982107,0.2126,0.043673262
3K75-cm-it0-9825,0,0.009,0,19.564,58.614,4,3K75,-50.40938,-69.1751,0.791,-8.343,-0.645,0.1292,7.19,0.353972,0.037299674,1.962988615,0.1002,0.009067043
3K75-cm-it0-8460,0,0.011,0,16.396,52.288,4,3K75,-43.06003,-142.854,1.651,-3.03,-2.327,-0.0855,17.77,0.534745,0.343229026,1.964531779,0.0795,0.019089545
3K75-cm-it0-4502,0,0.007,0,23.172,66.025,4,3K75,-42.5715,-92.9974,-0.794,-5.474,-2.168,-0.0929,9.59,0.562909,-0.605347097,1.960617781,0.1006,0.005361974
3K75-ranair-it0-486,0,0.005,0,24.338,78.447,4,3K75,-22.64805,-23.839,3.552,-3.252,-2.282,-0.0101,19.77,0.143568,-1.897960901,1.877171278,0.2274,0.008342213
3K75-cm-it0-2318,0,0.007,0,26.356,63.047,4,3K75,-44.3326,-29.9754,-1.491,2.003,-1.606,0.0085,10.66,0.086829,-0.448851287,1.937339664,0.2182,0.013856454
3K75-ranair-it0-1418,0,0.019,0,14.11,39.323,4,3K75,-44.92211,-55.0789,3.665,-3.459,-0.268,-0.0999,-15.53,0.586645,-1.679332018,1.851693511,0.097,0.027283101
