PDB,label,PID,DeepRank-GNN,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,iRMSD,lRMSD,FNAT,CAPRI_quality,dMaSIF,PIsToN,GNN-DOVE
8i2e_5,0,8i2e,0.010279951,-44.11051,-7.17464,2.645,34.041,-3.406,0.0971,32.52,0.06765,19.673,52.075,0,4,-0.915742278,1.9351724,0.2274
8i2e_6,0,8i2e,0.006515707,-66.28303,9.06238,-0.662,13.38,-1.627,0.1049,9.09,0.021659,11.818,24.839,0,4,0.222173691,1.9453137,0.2274
8i2e_7,0,8i2e,0.010279951,-73.17098,-115.73,4.114,-11.634,4.198,0.0385,-8.06,0.909521,12.234,22.814,0.025,4,0.810245633,1.165197,0.1703
8i2e_8,0,8i2e,0.010279951,-69.09279,-89.8568,1.308,-3.755,-0.369,-0.1645,-6.05,0.827823,12.417,28.474,0,4,-0.151493698,1.8749,0.1738
8i2e_9,0,8i2e,0.010245811,-38.11004,50.9309,18.053,-6.84,-0.858,0.0578,-21.59,1.087503,14.32,26.55,0.025,4,0.044578739,1.7450347,0.168
8i2e_10,0,8i2e,0.010279951,-41.78606,57.7413,18.954,-4.437,1.799,-0.0637,-3.93,0.655109,9.584,20.985,0,4,0.134471595,1.8635643,0.2061
8i2e_11,0,8i2e,0.010279951,-48.87988,-11.9779,5.196,-0.551,-1.857,-0.1243,-17.53,0.667649,14.649,24.247,0,4,-0.536597252,1.4095988,0.1648
8i2e_12,0,8i2e,0.010279951,-31.24853,-12.6414,18.085,30.968,-0.547,-0.002,11.94,0.531577,16.461,50.955,0,4,-0.485877961,1.5508258,0.2274
8i2e_13,0,8i2e,0.010279951,-30.73728,-47.7633,1.949,17.291,-2.657,-0.1221,23.03,0.565629,15.042,29.128,0,4,-0.402853042,1.94438,0.1349
8i2e_14,0,8i2e,0.011169346,-38.81152,-19.5847,-1.649,32.28,-5.336,-0.0739,18.65,0.345109,18.201,46.601,0,4,-1.466288686,1.9337608,0.2996
8i2e_15,0,8i2e,0.010279951,-37.38,86.3923,48.51,9.805,-0.588,-0.1025,-7.07,0.680178,13.508,26.073,0.0375,4,-0.291432351,1.862693,0.2102
8i2e_16,0,8i2e,0.010279951,-49.72135,-60.7158,4.19,0.964,1.849,-0.0629,10.37,0.814045,10.791,21.564,0.05,4,0.22147502,1.93858,0.1276
8i2e_17,0,8i2e,0.014917953,-47.61672,-39.8263,14.099,31.125,-2.975,-0.002,5.47,0.518748,19.85,51.762,0,4,-1.143616915,1.7010233,0.2153
8i2e_18,0,8i2e,0.010279951,-31.51192,2.76866,7.246,27.443,-1.667,-0.0029,-0.2,0.39921,16.373,50.467,0,4,-1.070708871,1.859141,0.4251
8i2e_19,0,8i2e,0.010279951,-61.14307,-17.9409,-0.589,23.075,-3.073,-0.2346,3.38,0.543655,20.041,52.034,0,4,-0.494039059,1.7610447,0.2274
8i2e_20,0,8i2e,0.006753962,-35.98714,-19.2021,3.081,22.278,-0.232,0.0721,20.27,0.567933,16.277,50.143,0,4,-0.8167243,1.9068031,0.2125
8i2e_21,0,8i2e,0.010279951,-48.59191,-14.4054,-0.089,1.978,-0.915,-0.0298,18.26,0.512795,15.317,28.707,0,4,0.147014633,1.8926908,0.1526
8i2e_22,0,8i2e,0.010279951,-38.09871,36.0389,21.82,1.646,-2.435,-0.1382,-16.03,0.481852,14.503,27.585,0,4,-0.426692933,0.8801533,0.3924
8i2e_23,0,8i2e,0.010279951,-63.533117,-81.0307,-2.287,-5.891,-0.974,-0.1692,3.5,0.569908,14.183,24.399,0,4,0.146187291,1.860509,0.2274
8i2e_24,0,8i2e,0.010279951,-47.87722,-60.8479,-2.28,-5.199,1.923,-0.1073,-2.96,0.701255,15.52,28.366,0.0125,4,0.210392788,1.6576779,0.1921
8i2e_25,0,8i2e,0.008453339,-41.82472,279.481,33.004,14.317,-2.1,-0.1151,0.53,0.579968,13.48,26.299,0,4,-0.58153969,1.6031077,0.2299
8i2e_26,0,8i2e,0.00905257,-54.1192,-71.2453,-1.747,6.302,3.744,-0.0787,-18.19,0.442228,11.351,31.659,0,4,0.211362109,1.2056515,0.2274
8i2e_27,0,8i2e,0.034965485,-32.72174,-53.6846,1.933,28.306,-0.41,-0.0514,20.58,0.582551,16.167,51.506,0,4,-1.122733831,1.897203,0.7328
8i2e_28,0,8i2e,0.009552395,-51.49833,-15.6372,22.879,7.495,-3.144,-0.2264,-30.99,0.598816,15.454,30.033,0,4,-0.387869269,0.913538,0.2274
8i2e_29,0,8i2e,0.010279951,-31.27762,42.9922,18.892,11.977,-3.893,-0.0285,17.18,0.519065,14.597,26.899,0,4,-0.797758579,1.9309477,0.235
8i2e_30,0,8i2e,0.007109376,-53.06218,48.9716,12.939,-3.982,-0.562,-0.2207,-29.18,0.703797,7.477,25.516,0.0875,4,0.308918774,0.806967,0.0603
8i2e_31,0,8i2e,0.009787589,-61.3754,-53.0177,21.115,2.003,1.244,-0.1479,-15.74,0.64737,9.241,16.853,0,4,0.360775411,0.7207812,0.134
8i2e_32,0,8i2e,0.029620327,-53.19244,-90.8863,-1.293,-4.352,-2.581,-0.0688,-32.87,0.68486,16.184,32.008,0,4,-0.688873351,0.3199228,0.2274
8i2e_33,0,8i2e,0.009598593,-73.5304,-95.4005,3.21,3.949,-1.704,-0.0922,-1.72,0.872289,12.61,24.803,0,4,-0.682581127,0.96609956,0.586
8i2e_34,0,8i2e,0.010279951,-43.0543,-87.1763,-0.734,14.939,-2.755,-0.0593,0.99,0.506033,14.288,26.192,0,4,-0.976254761,0.7690717,0.1373
8i2e_35,0,8i2e,0.010279951,-58.14672,-99.8719,3.783,0.616,-2.925,-0.1991,-23.54,0.853585,14.764,28.203,0,4,-0.47168237,1.7791826,0.149
8i2e_36,0,8i2e,0.007562586,-48.5137,361.36,44.274,9.536,-0.849,-0.0312,5.18,0.368116,9.518,27.347,0.0375,4,0.188441798,1.9293607,0.2332
8i2e_37,0,8i2e,0.007308825,-48.2062952,-47.626,-0.535,-4.383,-1.011,-0.0838,-7.91,0.469417,13.064,26.472,0,4,0.161726013,1.7301027,0.2352
8i2e_38,0,8i2e,0.010279951,-53.17538,-53.4434,-1.618,2.414,4.947,0.0844,13.54,0.426992,9.887,36.045,0.0125,4,0.513532996,1.944779,0.1131
8i2e_39,0,8i2e,0.00963985,-66.97631,-3.62337,7.854,-11.32,3.976,0.0722,-18.76,0.761723,13.506,23.475,0.0125,4,0.32049492,1.0520747,0.096
8i2e_40,0,8i2e,0.009768853,-67.31257,-84.1156,-2.053,-8.528,1.728,-0.0234,-7.74,0.556768,11.144,20.732,0.0625,4,0.315154046,1.4053223,0.0872
8i2e_41,0,8i2e,0.010279951,-55.62936,-98.3372,-1.033,0.111,-2.795,-0.1969,-12.68,0.724317,15.742,31.567,0,4,-0.23069635,1.731918,0.2879
8i2e_42,0,8i2e,0.008617225,-61.65997,-45.4682,-2.143,-1.78,-0.614,-0.0325,3.19,0.476367,11.394,27.605,0,4,0.244461805,1.9195312,0.1135
8i2e_43,0,8i2e,0.022634506,-36.44465,-59.5132,-0.792,12.551,2.184,0.0086,12.59,0.416913,10.376,39.012,0,4,0.379017323,1.9311293,0.2425
8i2e_44,0,8i2e,0.010279951,-43.97804,3.0812,13.833,0.84,-5.159,-0.156,1.69,0.209211,14.899,28.165,0.0125,4,-0.055097897,1.7179205,0.1005
8i2e_45,0,8i2e,0.00953642,-32.199954,-84.4003,-0.138,9.574,-2.711,-0.1185,1.77,0.607876,15.427,28.277,0,4,0.326618731,1.3149595,0.2274
8i2e_46,0,8i2e,0.012785936,-47.06709,-18.1444,22.748,-0.896,-1.715,-0.0156,-20.23,0.625089,13.683,21.706,0,4,-0.279720992,0.82374185,0.1033
8i2e_47,0,8i2e,0.010279951,-34.10489,-0.454705,3.274,3.312,-1.807,-0.1581,-7.28,0.34809,14.498,33.453,0,4,-0.31568253,1.8205985,0.2274
8i2e_48,0,8i2e,0.010279951,-42.09958,-88.0156,7.202,3.093,-2.6,-0.1402,-17.63,0.674046,14.386,24.312,0,4,-0.286087304,1.0265982,0.2858
8i2e_49,0,8i2e,0.008622598,-31.26187,-2.79077,34.177,15.813,2.301,-0.2631,-18.21,0.821998,17.24,32.934,0,4,-0.326819122,1.412798,0.2274
8i2e_50,0,8i2e,0.010279951,8.5567,114.45,73.571,9.999,-2.833,-0.0274,0.75,0.406423,13.1,30.206,0.0125,4,-0.434430629,1.887456,0.2274
8i2e_51,0,8i2e,0.010279951,-27.38706,-57.3324,11.851,7.129,-3.341,0.0356,-1.09,0.53012,14.637,29.651,0,4,-0.779458702,1.1865382,0.2078
8i2e_52,0,8i2e,0.007620606,-34.08396,-2.8419,32.522,0.99,-2.176,-0.082,-16.4,0.626645,10.541,28.545,0.025,4,-0.680386722,1.1974914,0.0693
8i2e_53,0,8i2e,0.009484816,-57.96018,-57.9526,-2.605,-16.379,2.6,0.0321,-1.3,0.423121,7.324,17.035,0.15,4,0.263174176,1.9356853,0.0727
8i2e_54,0,8i2e,0.010279951,-29.08705,21.9695,3.879,12.271,-1.197,-0.0126,16.21,0.371341,12.212,24.571,0,4,0.02480904,1.9363918,0.2274
8i2e_55,0,8i2e,0.007790572,-56.28073,-63.9409,3.39,0.848,2.541,0.0152,9.81,0.695774,10.08,24.285,0.025,4,0.442883641,1.9456922,0.0948
8i2e_56,0,8i2e,0.010279951,-33.80816,35.0509,13.244,17.04,-2.097,-0.0012,16.74,0.558903,11.328,24.906,0.025,4,-1.200196385,1.7714493,0.4075
8i2e_57,0,8i2e,0.009137942,-51.5782,-62.8825,-1.584,4.827,-6.702,-0.0809,-4.01,0.507082,13.384,26.369,0,4,-0.341550618,1.8310885,0.4297
8i2e_58,0,8i2e,0.009187936,-48.69407,-122.909,-0.478,2.198,2.713,-0.0625,-19.08,0.628246,17.139,33.226,0,4,-0.47919482,0.41731274,0.2274
8i2e_59,0,8i2e,0.008817834,-43.96068,-46.9995,-2.256,11.145,2.202,-0.0554,9.23,0.584582,15.162,29.251,0,4,0.32182166,1.909548,0.2274
8i2e_60,0,8i2e,0.010004819,-33.08945,-16.0142,2.451,17.34,-3.671,-0.0077,12.87,0.36287,15.562,33.564,0,4,-0.426084638,1.9238411,0.1494
8i2e_61,0,8i2e,0.015000992,-52.19929,-59.6021,1.928,0.981,-4.607,-0.0687,-24.73,0.492754,12.852,27.481,0,4,-0.427754402,1.5773916,0.1747
8i2e_62,0,8i2e,0.010279951,-38.88709,18.1773,2.857,-2.778,-4.444,-0.1476,-21.29,0.414919,11.507,23.088,0,4,-0.175087318,0.7896142,0.2
8i2e_63,0,8i2e,0.009308225,-31.71727,-53.2422,2.596,1.733,3.123,0.0696,1.54,0.503895,12.626,24.323,0.05,4,0.311835229,1.8095727,0.091
8i2e_64,0,8i2e,0.006792707,-37.1084,35.6545,10.968,5.584,1.226,-0.1466,4.2,0.150274,13.237,28.504,0,4,0.189379662,1.9193357,0.1961
8i2e_65,0,8i2e,0.009204491,-40.199533,47.6379,17.946,3.755,-1.572,-0.0636,-15.4,0.604075,13.137,29.739,0.0125,4,0.018586906,1.9280216,0.2126
8i2e_66,0,8i2e,0.007888865,-43.633413,-43.3643,17.762,6.844,0.921,-0.0622,6.32,0.518109,11.855,24.096,0,4,0.627093554,1.9115509,0.2423
8i2e_67,0,8i2e,0.01012658,-56.26302,-95.4379,-1.957,16.713,5.629,-0.0657,16.3,0.52918,14.769,52.449,0,4,-0.173335224,1.9043349,0.2091
8i2e_68,0,8i2e,0.007095853,-63.86887,-74.1586,1.987,-6.582,4.463,-0.1101,-4.63,0.807096,10.99,23.167,0.0125,4,1.1052351,1.3951092,0.277
8i2e_69,0,8i2e,0.005828868,-49.08068,-73.8248,-2.686,-1.593,2.425,-0.0179,-6.7,0.3814,9.551,29.853,0.075,4,0.392187953,1.6938636,0.0888
8i2e_70,0,8i2e,0.024810087,-45.505262,-32.3938,11.837,2.489,-6.598,-0.0537,-14.64,0.463358,15.495,31.976,0,4,-0.818311036,0.533743,0.3068
8i2e_71,0,8i2e,0.010279951,-36.74227,11.9173,11.524,4.079,-0.29,-0.0424,-4.02,0.293129,13.547,26.542,0,4,0.414385289,1.7190177,0.2274
8i2e_72,0,8i2e,0.010279951,-57.697719,-130.546,-0.41,-9.061,2.445,-0.1797,-6.99,0.874408,13.461,22.194,0,4,-0.126753241,0.65600246,0.2274
8i2e_73,0,8i2e,0.010279951,-42.06478,-27.9862,11.927,-2.074,-2.156,-0.1004,-21.51,0.784438,14.475,23.232,0,4,-0.304758847,0.033650517,0.1294
8i2e_74,0,8i2e,0.010279951,-56.0692,-82.9863,19.045,-1.111,-1.081,-0.1335,-19.81,0.878502,14.863,26.427,0,4,-0.287349373,0.7386138,0.0767
8i2e_75,0,8i2e,0.010279951,-56.6737,268.545,56.776,-11.232,6.124,-0.1916,-21.77,0.897562,14.038,23.815,0.05,4,0.642503619,1.5306412,0.0916
8i2e_76,0,8i2e,0.010279951,-53.8112,-53.2824,2.345,10.74,-3.013,-0.1124,-19.95,0.583338,13.962,22.373,0,4,0.032370586,0.7882478,0.1077
8i2e_77,0,8i2e,0.010279951,-55.1753,-30.9286,-0.86,10.257,-0.189,-0.1019,-0.26,0.357661,11.404,23.976,0,4,-0.592307448,1.9122099,0.1878
8i2e_78,0,8i2e,0.007295155,-42.73286,-24.2791,2.493,-3.278,1.095,-0.0742,-8.97,0.647301,11.069,24.141,0,4,-0.52726686,1.735055,0.4654
8i2e_79,0,8i2e,0.010279951,-38.28506,13.5867,10.488,10.107,-4.79,-0.0924,15.54,0.410842,11.88,27.54,0,4,-0.231814995,1.9594259,0.1455
8i2e_80,0,8i2e,0.010279951,-42.72436,-38.2222,-0.793,17.433,-5.154,-0.0349,19.94,0.285089,13.293,29.851,0,4,-0.864332914,1.9325973,0.1498
8i2e_81,0,8i2e,0.010279951,-62.84126,-125.09,-1.446,0.369,1.963,-0.0336,-14.45,0.559397,13.989,23.759,0,4,-0.068029493,0.16821957,0.2274
8i2e_82,0,8i2e,0.008874842,-22.53174,1081.88,154.723,9.877,-2.294,-0.2207,-26.37,0.468358,15.856,28.069,0,4,-0.885540426,1.083652,0.227
8i2e_83,0,8i2e,0.009568458,-35.58795,-48.2164,0.912,6.416,-2.658,-0.1019,-15.64,0.607145,12.201,29.016,0,4,-0.020077026,1.5220797,0.2274
8i2e_84,0,8i2e,0.009307658,-44.0941,10.9787,3.913,5.733,-0.491,0.0682,22.56,0.314301,13.213,27.217,0,4,-0.199609995,1.9097772,0.0781
8i2e_85,0,8i2e,0.010279951,-60.48636,29.1022,11.094,-12.249,3.456,-0.1763,-17.29,0.543031,7.639,27.229,0.0625,4,0.182147309,1.4661119,0.0905
8i2e_86,0,8i2e,0.010009279,-39.86634,-36.2916,-1.269,25.636,-2.896,0.0334,-3.64,0.412766,16.665,44.665,0,4,-0.071116611,1.9184922,0.2298
8i2e_87,0,8i2e,0.010279951,-58.52992,-38.4979,4.547,3.528,1.359,-0.0444,-7.61,0.626587,14.992,25.296,0.05,4,0.498504251,1.922012,0.0865
8i2e_88,0,8i2e,0.010279951,-46.268,-54.4821,2.191,0.435,-2.02,-0.078,-0.39,0.34986,13.594,26.357,0,4,-0.084119864,1.8791907,0.296
8i2e_89,0,8i2e,0.010279951,-48.780102,-76.192,-2.166,-0.205,2.801,0.0282,-14.56,0.49943,16.107,29.797,0,4,0.063198358,1.8218768,0.2274
8i2e_90,0,8i2e,0.010279951,-38.73082,-89.8057,-0.13,-1.318,-2.533,-0.0916,-8.27,0.62088,10.34,21.054,0,4,-0.603892028,1.5095482,0.1344
8i2e_91,0,8i2e,0.010279951,-43.7879,108.259,17.739,6.484,-2.965,-0.0078,7.19,0.339685,14.373,28.254,0,4,-0.701914251,1.3124286,0.0954
8i2e_92,0,8i2e,0.010279951,-38.49666,-62.3047,9.483,0.181,-1.191,-0.0425,-15.28,0.539501,15.113,24.824,0,4,-0.405610889,0.8093246,0.1181
8i2e_93,0,8i2e,0.010279951,-51.85835,-98.0978,0.686,-7.235,0.662,-0.2166,-14.9,0.731933,12.44,23.65,0.05,4,0.197931424,1.6630249,0.0556
8i2e_94,0,8i2e,0.009973126,-29.05048,16.906,-1.152,29.831,-0.618,-0.0576,39.66,0.145887,15.349,50.089,0,4,-0.429593354,1.9464644,0.2251
8i2e_95,0,8i2e,0.009581107,-36.69336,-24.7869,6.192,7.364,-2.628,-0.0484,7.36,0.285515,11.753,29.446,0,4,-0.758287668,1.9367874,0.1106
8i2e_96,0,8i2e,0.010279951,-21.71914,28.3118,4.717,34.79,-4.474,0.0006,24.95,0.50729,17.73,49.099,0,4,-0.948929012,1.4338263,0.7164
8i2e_97,0,8i2e,0.010279951,-28.73689,25.1367,19.768,-0.073,-4.544,-0.1597,-31.31,0.574614,12.28,23.416,0,4,-0.07250198,1.3880191,0.1448
8i2e_98,0,8i2e,0.008499953,-41.603,-19.3314,1.952,4.786,-1.779,-0.018,-9.73,0.501299,12.045,25.755,0,4,-0.345900208,1.7240747,0.0878
8i2e_99,0,8i2e,0.010279951,-44.53634,-33.9304,3.661,12.561,-2.868,-0.0732,12.64,0.597499,15.195,27.202,0,4,-0.210282713,1.960452,0.1176
8i2e_100,0,8i2e,0.010279951,-39.3154,-49.7384,7.587,3.765,-1.517,-0.2094,-15.88,0.726522,13.561,25.719,0,4,0.012079192,0.8698491,0.0997
8i5v_1,1,8i5v,0.101104803,-278.77,-524.268,-21.171,-90.36,12.79,-0.6288,-121,2.314558,0.122,0.336,0.976378,1,1.353391886,-1.5296285,0.0093
8i5v_2,0,8i5v,0.005218661,-40.94038,-96.5132,1.947,-11.135,-2.341,-0.0417,26.16,0.474819,19.519,41.8,0,4,-1.76546979,1.9479045,0.2582
8i5v_3,0,8i5v,0.010279951,-39.69829,-33.5585,4.983,-10.168,5.444,0.0023,7.77,0.812234,11.255,19.976,0.094488,4,-0.070801459,1.9595805,0.4859
8i5v_4,0,8i5v,0.007084973,-10.766402,102.44,8.448,12.947,-3.836,0.0519,17.23,0.404873,18.165,36.078,0.007874,4,-1.712970734,1.9525919,0.2274
8i5v_5,0,8i5v,0.010755488,-45.04025,9.17787,-0.418,0.307,-4.081,0.0029,25.05,0.113188,28.633,65.752,0,4,-1.144963026,1.9448382,0.2274
8i5v_6,0,8i5v,0.008432715,-57.61218,-163.361,6.829,-22.245,5.308,-0.1543,3.13,0.85412,12.571,24.344,0,4,0.091876358,1.9429364,0.1997
8i5v_7,0,8i5v,0.007950644,-76.8084,-115.974,0.223,-3.68,-2.945,-0.049,6.24,0.635444,23.19,54.896,0,4,-1.404821992,1.9516385,0.2274
8i5v_8,0,8i5v,0.008075317,-67.16994,-137.347,5.646,-14.985,-0.353,-0.0803,-9.7,0.674802,15.363,25.51,0,4,0.698243678,1.955056,0.2371
8i5v_9,0,8i5v,0.010279951,-83.7024,-196.89,-1.869,-37.042,6.17,-0.2118,-22.9,1.025668,12.453,18.575,0,4,-0.589794457,0.91066307,0.1097
8i5v_10,0,8i5v,0.007406928,-48.8699,-68.1459,0.619,-10.359,-5.014,0.0118,11.51,0.296005,20.391,49.557,0,4,-2.3467803,1.9132383,0.2287
8i5v_11,0,8i5v,0.006704376,-50.177,81.9009,23.021,0.37,-3.528,-0.0049,3.05,0.203327,18.538,37.79,0,4,-0.657690346,1.9626349,0.1747
8i5v_12,0,8i5v,0.010279951,-81.97055,-103.167,19.551,-16.932,-0.605,0.0191,-18.06,0.780816,17.071,26.761,0,4,-0.34329012,1.9387189,0.2311
8i5v_13,0,8i5v,0.009711185,-68.42049,-92.0695,-0.499,-7.106,6.904,0.1678,27.3,0.311112,17.367,43.412,0,4,-0.885766804,1.9320409,0.3768
8i5v_14,0,8i5v,0.006162769,-59.24269,-34.4298,5.305,-12.575,0.792,-0.1471,-0.36,0.430473,19.355,38.06,0,4,-1.751114488,1.9145769,0.2877
8i5v_15,0,8i5v,0.007017221,-24.30894,-59.8999,-1.107,6.754,-4.096,0.0419,41.19,0.17933,25.889,56.504,0,4,-0.614524782,1.9528176,0.2365
8i5v_16,0,8i5v,0.004690378,-42.36997,-58.9739,-1.246,-12.121,-1.518,-0.1489,15.73,0.460249,19.227,45.964,0,4,-1.533674836,1.9534,0.2061
8i5v_17,0,8i5v,0.007793737,-47.34869,-67.0575,2.248,-7.38,-1.334,-0.079,-5.3,0.381179,15.402,22.938,0,4,-0.330559254,1.9653219,0.1128
8i5v_18,0,8i5v,0.012523452,-40.54175,31.2756,20.853,-17.016,-2.174,-0.1032,6.69,0.412695,22.611,55.827,0,4,-0.977021039,1.9291662,0.0718
8i5v_19,0,8i5v,0.00854025,-69.18935,-99.2503,2.741,-7.223,2.304,-0.0387,20.09,0.592159,15.021,34.03,0,4,-0.80674547,1.9424618,0.125
8i5v_20,0,8i5v,0.005337499,-46.6197,-128.875,6.066,-13.442,-2.066,-0.0761,36.89,0.618367,24.243,56.618,0,4,-1.875764012,1.885196,0.2274
8i5v_21,0,8i5v,0.002942609,-61.06157,78.7603,22.677,-7.887,-1.57,-0.1871,12.57,0.436557,19.677,40.026,0,4,-1.112196684,1.9478537,0.2274
8i5v_22,0,8i5v,0.00798531,-49.03639,-5.25981,10.295,-9.491,-1.604,-0.022,4.59,0.330516,19.51,38.296,0,4,-1.088108778,1.9412541,0.2274
8i5v_23,0,8i5v,0.007049983,-59.03734,-102.228,5.671,4.459,-1.224,-0.1373,32.16,0.526275,21.52,51.904,0,4,-0.772788763,1.8332462,0.2622
8i5v_24,0,8i5v,0.007068944,-11.8839312,-46.9696,-0.093,6.91,-2.656,-0.0817,38.38,0.34185,24.114,59.899,0,4,-1.204191089,1.9356005,0.2442
8i5v_25,0,8i5v,0.010279951,-47.41514,-39.7273,14.088,-10.485,3.909,-0.1716,-4.52,0.461774,17.81,31.261,0.03937,4,-0.703657687,1.9452498,0.2867
8i5v_26,0,8i5v,0.004513604,-42.54247,-30.1355,0.049,-13.928,-1.616,-0.022,37.89,0.488211,19.606,40.732,0,4,-1.359181046,1.8040382,0.2502
8i5v_27,0,8i5v,0.0003355,-11.82345,88.0561,13.841,-0.166,-4.263,0.092,26.29,0.096117,19.019,38.355,0,4,-1.046237707,1.9495881,0.2321
8i5v_28,0,8i5v,0.00793363,-41.07796,-97.1133,0.977,-1.228,-0.771,-0.0197,4.6,0.338344,16.562,27.821,0,4,-0.263238102,1.9305897,0.2307
8i5v_29,0,8i5v,0.010279951,-51.15297,105.372,32.183,-8.734,7.48,0.1029,-7.77,0.785708,22.868,57.4,0,4,-1.641458392,1.9446,0.1008
8i5v_30,0,8i5v,0.008880367,-29.776952,31.4727,6.458,0.246,-4.123,-0.0317,26.09,0.325819,17.236,31.192,0,4,-1.147798419,1.9557905,0.2577
8i5v_31,0,8i5v,0.006712362,-33.98444,-22.3976,38.334,7.674,-1.305,-0.1119,-4.06,0.531542,21.705,50.15,0,4,-0.60626322,1.9612312,0.2264
8i5v_32,0,8i5v,0.007793843,-32.01818,-38.5909,-0.739,15.476,-6.11,0.017,40.14,0.161452,25.005,52.777,0,4,-1.270436645,1.9508156,0.1386
8i5v_33,0,8i5v,0.010279951,-70.39953,-184.023,12.291,-19.141,6.089,-0.0541,-6.59,0.927401,12.893,22.769,0,4,-0.434258342,1.7359741,0.1788
8i5v_34,0,8i5v,0.011914449,-62.76717,-58.042,-2.047,-8.112,0.432,-0.1307,38.49,0.348363,23.397,59.796,0,4,-0.086220786,1.9637729,0.1147
8i5v_35,0,8i5v,0.006612778,-36.14394,287.342,46.035,-4.906,-2.768,-0.038,4.21,0.432943,20.15,56.67,0,4,-0.872213364,1.9559454,0.1332
8i5v_36,0,8i5v,0.005145954,-53.6998,167.055,55.912,0.521,-1.594,-0.0428,2.2,0.494159,21.504,48.787,0,4,-0.660311401,1.9616201,0.2432
8i5v_37,0,8i5v,0.010279951,-61.5421,-106.654,2.701,-5.207,2.388,-0.0039,9.81,0.860422,12.709,24.646,0,4,-0.277591795,1.9376447,0.2335
8i5v_38,0,8i5v,0.010279951,-92.71676,-239.382,-1.097,-27.915,10.019,-0.0957,-19.88,1.086992,13.547,27.816,0,4,-0.05013467,1.8905858,0.2303
8i5v_39,0,8i5v,0.005378174,-39.4041,10.9411,2.179,-11.696,-1.912,0.021,2.51,0.31517,20.718,40.924,0,4,-1.811237216,1.9612536,0.2274
8i5v_40,0,8i5v,0.007576251,-22.52236,434.533,20.992,6.942,-8.162,0.1093,19.05,-0.040496,17.019,31.876,0,4,-0.511757255,1.9583765,0.2287
8i5v_41,0,8i5v,0.00264535,-22.09481,-61.2335,-0.356,19.575,-0.751,-0.0279,62.95,0.267294,19.709,42.477,0,4,-0.249353871,1.941788,0.2274
8i5v_42,0,8i5v,0.006450107,-30.05888,-103.816,1.604,8.255,-0.523,-0.1038,21.23,0.577163,12.062,24.247,0.007874,4,0.013626893,1.8170592,0.0919
8i5v_43,0,8i5v,0.010279951,-52.94059,-93.6043,13.822,-8.865,0.766,-0.1676,7.43,0.738906,11.463,19.683,0.023622,4,0.046506058,1.8156159,0.2575
8i5v_44,0,8i5v,0.007613331,-53.5706,-85.2223,-0.844,-3.313,-3.588,0.0188,29.65,0.446531,19.657,43.148,0,4,-1.862541676,1.9158729,0.2819
8i5v_45,0,8i5v,0.007670398,-32.17493,404.444,37.54,-4.346,-2.967,0.0331,14.02,0.265301,21.633,45.218,0,4,-1.48666203,1.9440489,0.2274
8i5v_46,0,8i5v,0.010279951,-36.922582,-41.6308,-1.58,-4.734,-0.422,0.0324,11.71,0.295024,22.732,54.426,0,4,-2.08769536,1.9227195,0.1585
8i5v_47,0,8i5v,0.008137213,-29.54584,-13.823,2.747,5.327,-1.184,-0.0091,30.68,0.340626,26.498,62.675,0,4,-0.930041492,1.9541823,0.2274
8i5v_48,0,8i5v,0.010279951,-44.59142,-54.1834,11.575,-3.501,-0.381,-0.0125,14.43,0.350652,14.705,31.028,0,4,-1.566378951,1.9585315,0.0985
8i5v_49,0,8i5v,0.007393443,-52.11601,-36.1602,-1.614,-9.822,-2.806,0.0445,14.67,0.366414,26.24,57.602,0,4,-0.854570031,1.9601483,0.2274
8i5v_50,0,8i5v,0.009348493,-26.8187,-22.2968,9.445,7.247,-1.011,0.0088,16.46,0.332105,16.74,38.365,0,4,-1.595330358,1.948725,0.1493
8i5v_51,0,8i5v,0.007365191,-15.5973,312.199,16.221,3.597,-3.628,0.0337,11.45,0.266524,17.795,33.773,0,4,-0.583970904,0.976885,0.2655
8i5v_52,0,8i5v,0.009140818,-61.8631,-62.9295,-0.038,-12.896,1.005,0.0322,0.13,0.584088,20.029,37.309,0.007874,4,-0.773729026,1.3440161,0.2274
8i5v_53,0,8i5v,0.010279951,-54.78115,204.96,62.012,-12.292,1.471,-0.1556,7.1,0.546999,22.91,59.715,0,4,-0.240504339,1.8688406,0.1694
8i5v_54,0,8i5v,0.008656049,-61.52134,115.462,25.748,-21.788,-0.733,-0.1008,-11.05,0.453656,16.178,30.195,0.007874,4,-0.175904483,1.804931,0.1086
8i5v_55,0,8i5v,0.010279951,-24.1478,494.056,34.681,9.675,-4.473,0.0548,6.3,0.489342,17.003,35.738,0,4,-0.898884535,1.7520689,0.2354
8i5v_56,0,8i5v,0.007668645,-38.57778,216.587,41.276,-1.147,-5.741,-0.0541,31.07,0.321411,24.323,57.6,0,4,-1.443489552,1.9470497,0.2274
8i5v_57,0,8i5v,0.010279951,-10.6125,208.922,63.123,19.127,-9.598,0.2281,54.41,0.077794,19.967,36.978,0,4,-1.460524797,1.8960088,0.2285
8i5v_58,0,8i5v,0.009329447,-11.53176,19.7029,0.671,11.259,-5.23,0.1481,29.51,-0.001985,17.96,40.38,0,4,-0.994160295,1.9468571,0.1498
