PDB,seqid,classification,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,dMaSIF,DeepRank-GNN,PIsToN
T50_1371,98.8,incorrect,T50,0,-379.6023,-607.896,-28.017,-95.949,25.77,-1.5388,-303.19,5.76593,0.0951,1.875284791,0.006686623,-1.895489216
T50_1372,98.8,incorrect,T50,0,-308.294,-636.543,-33.508,-101.205,43.005,-1.1142,-263.64,4.900686,0.1766,1.584087133,0.000760792,-1.926233053
T50_1373,98.8,incorrect,T50,0,-415.2432,129.405,119.175,-115.746,33.304,-1.7665,-382.32,6.115901,0.0956,2.222671509,-0.591484964,-1.913474202
T50_1374,98.8,incorrect,T50,0,-395.4283,-845.698,-34.487,-94.201,62.431,-1.6488,-313.37,6.182528,0.095,2.14067626,0.009878354,-1.905364156
T50_1375,98.8,incorrect,T50,0,-413.8751,-561.765,-15.174,-113.062,57.882,-1.7213,-372.44,6.150757,0.0841,2.230577946,-0.634540379,-1.873162031
T50_1376,98.8,"clashes,incorrect",T50,0,-433.1328,1184.05,517.439,-99.701,36.156,-2.0224,-428.63,5.746136,0.0858,2.226946354,-0.654642999,-1.912920952
T50_1377,98.8,incorrect,T50,0,-404.5042,-220.445,38.111,-89.329,36.423,-1.7256,-332.43,6.066289,0.0697,2.210795641,-0.517794013,-1.892543793
T50_1378,98.8,incorrect,T50,0,-442.8125,-892.913,-48.472,-100.711,55.708,-1.9928,-352.74,6.421247,0.0917,2.061308861,0.015833646,-1.875005245
T50_1379,98.8,incorrect,T50,0,-399.0337,-430.028,62.445,-102.715,45.069,-1.8333,-307.1,6.505724,0.1106,2.263682842,-0.720763683,-1.891338706
T50_138,98.8,incorrect,T50,0,-416.1948,-289.873,32.728,-96.104,41.436,-1.6993,-341.59,6.186972,0.0698,2.021633625,-0.500876844,-1.898763537
T50_1380,98.8,incorrect,T50,0,-530.4884,-1017.6,-53.656,-136.087,42.978,-1.9465,-374.87,6.832581,0.0994,1.381515384,0.049086634,-1.918519974
T50_1381,98.8,incorrect,T50,0,-385.8255,-503.227,-15.917,-91.761,36.025,-1.5082,-327.67,6.177925,0.0886,2.222831011,-0.69245106,-1.895885229
T50_1382,98.8,medium,T50,1,-411.1274,-415.951,127.033,-112.246,36.23,-1.7765,-405.11,6.695321,0.0943,2.222840786,0.566841483,-1.894830704
T50_1383,98.8,"clashes,incorrect",T50,0,-374.7467,1813.62,479.807,-103.377,30.165,-1.5888,-363.9,5.686924,0.081,2.211976051,-0.689659834,-1.901016116
T50_1384,98.8,incorrect,T50,0,-431.2309,-287.129,36.483,-95.822,46.801,-1.7582,-349.06,6.517498,0.069,1.999507189,-0.452155024,-1.909234643
T50_1385,98.8,incorrect,T50,0,-423.9728,-862.101,-43.385,-90.179,59.925,-1.7439,-307.5,6.348791,0.0972,2.105891705,0.006403914,-1.895959616
T50_1386,98.8,"clashes,incorrect",T50,0,-369.1263,-299.866,115.347,-107.792,36.272,-1.9553,-335.28,6.315405,0.0951,2.189698935,-0.588235557,-1.905047297
T50_1387,98.8,incorrect,T50,0,-403.4196,191.791,223.967,-94.952,49.139,-1.5619,-394.13,5.897031,0.1106,2.215601206,-0.770677805,-1.899928093
T50_1388,98.8,incorrect,T50,0,-406.0002,-211.038,38.26,-88.393,36.241,-1.7158,-334.73,6.070274,0.0715,1.927857995,-0.603787482,-1.886033535
T50_1389,98.8,incorrect,T50,0,-429.8019,-316.299,31.791,-94.008,43.787,-1.7728,-349.27,6.143382,0.0681,1.909225345,-0.54502064,-1.904082537
T50_139,98.8,incorrect,T50,0,-408.2671,-412.753,47.219,-96.494,35.263,-1.813,-332.16,5.999088,0.0952,2.058244228,0.006542959,-1.914873123
T50_1390,98.8,acceptable,T50,1,-413.2435,-677.611,-24.989,-122.249,35.052,-1.8321,-344.18,6.402329,0.0948,2.185760736,0.562596023,-1.890686274
T50_1391,98.8,incorrect,T50,0,-413.785,-251.129,-6.692,-92.623,35.03,-1.8073,-319.61,6.12366,0.0699,1.991357207,-0.345543116,-1.903577805
T50_1392,98.8,incorrect,T50,0,2850.6753,-212.328,41.963,-110.298,55.734,-0.9885,-252.47,4.6668,0.0431,0.966663837,0.004422254,-1.833010316
T50_1393,98.8,incorrect,T50,0,-389.8738,-512.152,47.557,-117.253,42.52,-1.6688,-345.8,6.30471,0.0974,2.212527514,-0.663644612,-1.894261599
T50_1394,98.8,incorrect,T50,0,-398.421,-704.897,-46.74,-97.545,24.338,-1.8244,-318.14,5.754573,0.0942,2.209969759,-0.56042701,-1.898524404
T50_1395,98.8,"clashes,acceptable",T50,1,-397.4131,619.4,359.161,-113.176,34.425,-2.015,-392.99,6.466981,0.0956,2.263074636,0.652712882,-1.874906063
T50_1396,98.8,incorrect,T50,0,-386.6814,-676.621,-18.559,-113.391,31.747,-1.6856,-313.44,6.354918,0.0956,2.22904253,-0.622959971,-1.898642421
T50_1397,98.8,incorrect,T50,0,2798.4264000000003,-209.58,40.944,-109.003,48.476,-0.8955,-272.18,4.824776,0.0457,0.272944987,0.004574161,-1.89688015
T50_1398,98.8,incorrect,T50,0,-401.369,-808.107,-35.784,-94.035,58.069,-1.724,-314.92,6.00219,0.0955,2.140627623,0.009462724,-1.895749211
T50_1399,98.8,"clashes,incorrect",T50,0,-394.3745,589.108,272.09,-87.971,32.615,-1.6418,-342.27,5.969194,0.0956,2.198605299,-0.778314054,-1.903939724
T50_14,98.8,incorrect,T50,0,-366.1209,-700.838,-37.91,-103.464,45.326,-1.811,-295.91,6.114877,0.1114,2.260401487,-0.722836018,-1.903791547
T50_140,98.8,incorrect,T50,0,-433.9116,-327.995,30.893,-96.254,46.275,-1.8062,-346.8,6.458163,0.0707,1.843618393,-0.575459659,-1.921789169
T50_1400,98.8,incorrect,T50,0,-345.1594,-628.43,-15.207,-102.402,41.979,-1.7814,-283.99,5.887827,0.1112,2.231854677,-0.686398864,-1.898672938
T50_1401,98.8,incorrect,T50,0,-460.3358,-390.479,29.052,-105.914,41.307,-1.8123,-366.17,6.709702,0.0695,1.082310081,-0.220345393,-1.921503782
T50_1402,98.8,incorrect,T50,0,-407.1651,-157.434,107.381,-108.097,36.814,-1.9801,-343.65,6.579347,0.0874,2.209261417,-0.716614962,-1.897508502
T50_1403,98.8,incorrect,T50,0,-418.3727,-273.263,298.424,-123.715,40.013,-2.1097,-392.75,6.760813,0.0956,2.214547157,-0.535965681,-1.875355363
T50_1404,98.8,incorrect,T50,0,-391.1447,-460.488,81.382,-101.621,52.259,-1.7216,-317.74,6.372608,0.1106,2.204282999,-0.664966404,-1.906981468
T50_1405,98.8,incorrect,T50,0,-383.9855,166.483,133.342,-100.182,26.815,-1.6436,-321.05,5.677586,0.0956,2.222188711,-0.614387512,-1.887029529
T50_1406,98.8,incorrect,T50,0,-407.5105,-401.89,90.797,-109.239,39.46,-1.8256,-340.48,6.137896,0.0951,2.212710381,-0.611771047,-1.877858043
T50_1407,98.8,acceptable,T50,1,-395.6505,-639.969,-22.16,-113.76,36.146,-1.8101,-328.54,6.215515,0.0944,2.184282541,0.643083155,-1.877899647
T50_1408,98.8,incorrect,T50,0,-376.8579,-526.343,-30.728,-92.606,39.03,-1.6389,-280.22,5.881995,0.1106,2.221592903,-0.682563007,-1.879104137
T50_1409,98.8,incorrect,T50,0,-531.137,-1041.71,-56.657,-127.589,47.927,-1.7283,-377.72,7.071031,0.0936,1.273363471,-0.016542234,-1.899181962
T50_141,98.8,incorrect,T50,0,-388.891,-508.99,37.954,-100.473,43.09,-1.9648,-324.53,6.51862,0.1106,2.258470535,-0.78033942,-1.886546016
T50_1410,98.8,incorrect,T50,0,-378.6596,-784.987,-42.247,-88.716,68.183,-1.6856,-305.1,5.952645,0.0976,2.081463575,0.008134298,-1.908966541
T50_1411,98.8,incorrect,T50,0,-376.2619,-153.417,153.283,-105.777,50.733,-1.8794,-315.95,6.10947,0.1106,2.16165781,-0.70820564,-1.891142607
T50_1412,98.8,incorrect,T50,0,-395.2529,-737.506,-46.875,-107.515,32.76,-1.7898,-315.67,6.096738,0.0961,2.185904026,-0.549664259,-1.896886706
T50_1413,98.8,incorrect,T50,0,-543.5659,-1023.61,-56.954,-141.835,50.636,-2.078,-352.22,7.143807,0.0946,1.297481775,0.006123011,-1.893506169
T50_1414,98.8,incorrect,T50,0,-412.4669,-300.651,33.345,-90.409,32.947,-1.7375,-338.43,6.123346,0.07,2.109795809,-0.492205411,-1.894959331
T50_1415,98.8,incorrect,T50,0,-392.1333,-645.741,6.74,-116.752,45.587,-1.7812,-341.86,6.189228,0.0974,2.202812195,-0.544620037,-1.904381037
T50_1416,98.8,incorrect,T50,0,-402.6092,-580.161,101.514,-106.257,33.765,-1.6868,-363.33,6.75317,0.0951,2.208736181,-0.663869023,-1.878729105
T50_1417,98.8,acceptable,T50,1,-387.6609,-567.628,21.504,-105.555,30.042,-1.6072,-329.86,6.197006,0.0951,2.204697132,0.578551531,-1.880746484
T50_1418,98.8,incorrect,T50,0,-423.6327,-694.293,-32.152,-113.267,32.086,-1.817,-366.91,6.451405,0.0952,1.762357712,0.006463397,-1.899817109
T50_1419,98.8,incorrect,T50,0,-414.7143,53.8524,320.696,-110.373,41.735,-1.4343,-426.2,6.75228,0.0956,2.10182476,-0.507461369,-1.904435396
T50_142,98.8,"clashes,incorrect",T50,0,-406.6839,88.678,307.9,-125.39,39.876,-2.1904,-417.78,6.394729,0.0956,2.170159817,-0.537891865,-1.924960494
T50_1420,98.8,"clashes,incorrect",T50,0,-376.266,-296.11,80.402,-107.965,32.711,-1.7993,-326.49,6.251247,0.0951,2.231784821,-0.584083498,-1.907774568
T50_1421,98.8,incorrect,T50,0,-414.2717,-269.832,35.878,-90.272,22.739,-1.7987,-345.49,6.157224,0.0703,2.057182074,-0.501270294,-1.890522599
T50_1422,98.8,incorrect,T50,0,-423.4841,-251.674,36.115,-94.696,40.397,-1.7423,-342.22,6.185811,0.0717,2.175964355,-0.468775183,-1.890945435
T50_1423,98.8,incorrect,T50,0,-382.5475,-543.347,18.135,-111.64,42.03,-1.7919,-322.19,5.959621,0.096,2.221072912,-0.538346112,-1.902425408
T50_1424,98.8,incorrect,T50,0,-390.9244,-646.627,74.371,-107.991,44.988,-1.8639,-334.98,6.527056,0.1106,2.262683153,-0.711127758,-1.873255134
T50_1425,98.8,incorrect,T50,0,-498.5087,-354.226,30.713,-122.843,37.566,-1.572,-346.78,6.940381,0.0702,0.90175581,-0.361376375,-1.893052936
T50_1426,98.8,incorrect,T50,0,-398.3258,-8.71626,162.985,-92.734,33.807,-1.5575,-302.76,6.676413,0.0956,2.211301088,-0.684477031,-1.793862104
T50_1427,98.8,incorrect,T50,0,-421.3344,-441.011,-3.323,-105.552,48.968,-1.7045,-342.84,6.0377,0.0956,2.224925995,-0.628988802,-1.880573869
T50_1428,98.8,incorrect,T50,0,-415.8459,-300.134,33.361,-89.421,33.325,-1.7483,-337.82,6.1306,0.0708,1.942783594,-0.545866251,-1.914927125
T50_1429,98.8,acceptable,T50,1,-395.2641,-593.323,-0.309,-116.679,38.936,-1.7904,-335.18,6.386678,0.0943,2.218707323,0.60054481,-1.901300073
T50_143,98.8,incorrect,T50,0,1259.4115,-260.324,65.301,-73.258,27.516,-1.0152,-341.31,5.85739,0.1415,0.836831927,-0.002307317,-1.879416108
T50_1430,98.8,incorrect,T50,0,-407.8203,140.473,147.784,-83.254,27.947,-1.5869,-268.2,6.443951,0.0837,1.617460489,0.004780424,-1.887590885
T50_1431,98.8,incorrect,T50,0,-512.3766,-871.153,-56.5,-123.22,44.099,-1.919,-343.3,6.768681,0.0911,0.940059602,0.013030279,-1.907063365
T50_1432,98.8,incorrect,T50,0,-412.7271,326.011,295.179,-115.878,37.418,-1.949,-421.76,6.405523,0.0956,2.168469429,-0.584390223,-1.918760657
T50_1433,98.8,incorrect,T50,0,-533.5808,-1000.14,-54.614,-136.365,43.453,-1.8913,-383.21,6.819974,0.0947,1.375923514,0.012369493,-1.909018636
T50_1434,98.8,incorrect,T50,0,-485.8607,-1012.49,-53.582,-111.014,73.536,-2.1478,-405.06,6.714148,0.0912,2.099651814,0.018213157,-1.883812547
T50_1435,98.8,incorrect,T50,0,-389.1934,-535.12,16.064,-92.885,36.854,-1.6607,-343.7,6.08346,0.0936,2.225767136,-0.661088049,-1.877301335
T50_1436,98.8,incorrect,T50,0,-428.6886,-328.855,31.929,-94.521,44.461,-1.7648,-350.08,6.298061,0.0693,2.049391747,-0.586773872,-1.901043534
T50_1437,98.8,incorrect,T50,0,-436.184,-807.908,-44.76,-100.787,48.592,-1.846,-328.4,6.09642,0.0863,2.334703684,0.012154412,-1.921712637
T50_1438,98.8,incorrect,T50,0,-413.1853,-234.496,37.864,-89.199,39.939,-1.7094,-336.89,6.15058,0.0694,2.021754265,-0.547461927,-1.919394135
T50_1439,98.8,incorrect,T50,0,-503.5951,-944.37,-55.344,-121.323,46.063,-1.7427,-359.04,6.969548,0.0934,1.331459165,-0.017519791,-1.921285033
T50_144,98.8,incorrect,T50,0,-486.7367,-950.375,-50.646,-107.366,59.573,-2.2078,-393.87,6.911216,0.0745,2.126417875,0.036470644,-1.884506345
T50_1440,98.8,incorrect,T50,0,-399.9217,-824.288,-42.929,-95.566,58.971,-1.6938,-308.51,6.153863,0.0969,2.081037283,0.007048772,-1.915170789
T50_1441,98.8,incorrect,T50,0,-453.006,-974.73,-50.077,-102.803,58.795,-2.0896,-372.07,6.864699,0.0953,2.083249331,0.009716831,-1.871118546
T50_1442,98.8,"clashes,incorrect",T50,0,-386.4008,917.121,392.512,-104.235,49.128,-1.7785,-416.58,6.321335,0.0956,2.202161551,-0.777941883,-1.913457632
T50_1443,98.8,incorrect,T50,0,-406.9065,-708.433,-47.067,-116.519,32.125,-1.8085,-322.62,6.152665,0.0981,2.203540325,-0.55600214,-1.885486603
T50_1444,98.8,incorrect,T50,0,-398.4446,-474.848,88.74,-100.682,31.297,-1.8144,-373.14,6.681663,0.0956,2.171999931,-0.693520427,-1.879094958
T50_1445,98.8,incorrect,T50,0,-393.0653,733.408,171.485,-90.103,39.078,-1.5761,-331.67,5.828065,0.1106,2.260324478,-0.68763715,-1.885513306
T50_1446,98.8,acceptable,T50,1,-386.6632,-697.64,4.151,-113.55,34.444,-1.8639,-337.55,6.165269,0.0966,2.180538893,0.523363411,-1.889789224
T50_1447,98.8,"clashes,incorrect",T50,0,-356.2657,1890.78,480.335,-87.302,39.791,-1.4002,-369.47,5.564022,0.0844,2.216757774,-0.966700196,-1.863205552
T50_1448,98.8,incorrect,T50,0,-384.6044,-697.109,-39.511,-116.228,42.566,-1.7582,-321.12,6.046426,0.096,2.220012903,-0.528991759,-1.89882648
T50_1449,98.8,incorrect,T50,0,-432.6146,-352.673,20.566,-126.644,38.823,-1.9043,-325.73,7.078842,0.0951,2.22713685,-0.7687639,-1.8515625
T50_145,98.8,incorrect,T50,0,-391.5258,-651.336,-42.204,-108.634,28.75,-1.5672,-315.84,6.074669,0.0914,2.22671771,-0.606240749,-1.892758846
T50_1450,98.8,incorrect,T50,0,-404.5931,-243.064,37.888,-87.887,36.561,-1.6918,-336.06,6.087518,0.0695,2.104319334,-0.526497722,-1.860487461
T50_1451,98.8,incorrect,T50,0,-529.3273,-954.561,-55.886,-124.948,44.549,-1.9123,-378.93,6.814834,0.094,1.341743946,0.060768362,-1.911563754
T50_146,98.8,incorrect,T50,0,-384.3695,-697.473,-45.749,-109.584,29.758,-1.7025,-312.45,5.861983,0.0983,2.192990303,-0.579533935,-1.88460362
T50_147,98.8,incorrect,T50,0,-418.9241,-273.491,37.945,-89.291,37.317,-1.6628,-318.88,6.262362,0.0706,1.856967688,-0.465703696,-1.890779614
T50_148,98.8,incorrect,T50,0,-417.738,-217.363,38.018,-89.629,28.429,-1.6784,-339.29,6.105459,0.0693,1.950248003,-0.52645427,-1.878201962
T50_149,98.8,incorrect,T50,0,-395.0649,-696.481,-47.544,-96.978,27.15,-1.8235,-315.13,5.91604,0.0952,2.238636732,-0.546108186,-1.902338386
T50_15,98.8,incorrect,T50,0,-422.8869,-690.357,-29.427,-101.939,41.836,-1.6637,-357.94,6.248977,0.0956,2.219730377,-0.745111406,-1.912400484
T50_150,98.8,incorrect,T50,0,-378.8283,-683.776,-45.832,-108.776,29.97,-1.6961,-314.23,5.970532,0.098,2.197129011,-0.511534393,-1.885140657
T50_151,98.8,incorrect,T50,0,1331.1932000000002,-258.016,11.349,-90.09,19.744,-0.9169,-208.58,4.31532,0.1339,1.830060005,0.008406432,-1.901634455
T50_152,98.8,incorrect,T50,0,-476.5791,-349.394,38.125,-114.034,38.277,-1.9181,-363.01,6.736084,0.0684,1.278516173,-0.312991679,-1.88823998
T50_153,98.8,"clashes,incorrect",T50,0,-368.7544,-297.071,40.355,-100.182,31.882,-1.7758,-309.49,6.201071,0.0956,2.229686975,-0.580164254,-1.889164925
T50_154,98.8,incorrect,T50,0,-426.7969,-473.047,76.951,-98.799,35.513,-1.6838,-324.75,6.303838,0.0956,2.225908756,-0.813333094,-1.918271661
T50_155,98.8,incorrect,T50,0,-418.0977,-225.872,37.444,-89.186,49.575,-1.7966,-336.82,6.224903,0.0694,1.926872134,-0.603596509,-1.90957582
T50_156,98.8,incorrect,T50,0,-399.076,-545.169,34.643,-108.576,38.747,-1.8117,-345.14,6.119454,0.0974,2.227754116,-0.718770742,-1.900841117
T50_157,98.8,incorrect,T50,0,-449.14,697.333,155.588,-101.7,29.288,-1.5499,-349,6.202017,0.0912,1.651975989,0.004782698,-1.92107296
T50_158,98.8,"clashes,incorrect",T50,0,-392.1094,936.836,270.315,-100.805,31.554,-1.5188,-359.44,5.743216,0.0936,2.213276625,-0.725793898,-1.8905164
T50_159,98.8,incorrect,T50,0,-461.227,-1079.73,-51.462,-117.098,48.836,-2.0073,-386.06,6.622049,0.0938,2.241678238,0.012118916,-1.910340905
T50_16,98.8,incorrect,T50,0,-364.9076,197.529,120.804,-81.702,31.811,-1.7167,-307.46,5.789939,0.1106,2.22222209,-0.702379704,-1.896229744
T50_160,98.8,incorrect,T50,0,-266.3856,-570.971,-5.504,-81.527,23.607,-1.292,-269.8,5.194127,0.1389,1.089030623,-0.033834811,-1.861575365
T50_161,98.8,incorrect,T50,0,-433.16,-622.892,13.747,-91.018,28.344,-1.6065,-316.92,6.324186,0.0956,1.374358654,-0.211344361,-1.915104151
T50_162,98.8,incorrect,T50,0,-478.1564,-428.421,26.958,-108.06,34.521,-1.9206,-377.3,6.740512,0.0694,1.186489224,-0.415302277,-1.909579635
T50_163,98.8,incorrect,T50,0,-366.5727,-451.525,32.32,-106.435,38.278,-1.8429,-312.77,6.067443,0.1106,2.223594666,-0.657401741,-1.878657699
T50_164,98.8,"clashes,incorrect",T50,0,-421.6464,-72.8452,299.161,-114.194,38.381,-2.1002,-419.36,6.617831,0.0956,2.169750929,-0.517735481,-1.90904367
T50_165,98.8,incorrect,T50,0,-392.7198,-695.145,35.498,-109.497,47.214,-1.9639,-339.47,6.475244,0.1106,2.26394105,-0.775416136,-1.893679261
T50_166,98.8,incorrect,T50,0,-386.4673,-728.093,-37.739,-108.502,37.979,-1.844,-329.64,6.149193,0.0974,2.217766523,-0.689930081,-1.889143586
T50_167,98.8,incorrect,T50,0,-530.2814,-1043.32,-56.857,-132.747,41.415,-1.955,-388.4,6.752231,0.1022,1.532384276,0.019022476,-1.923527002
T50_168,98.8,incorrect,T50,0,-413.4868,-927.582,-43.186,-90.041,49.81,-1.291,-302.35,6.056039,0.0993,2.112890482,0.011630924,-1.912133694
T50_169,98.8,incorrect,T50,0,1235.9409,-202.274,79.534,-106.819,42.429,-1.6674,-376.17,6.833133,0.0701,1.193878651,-0.436816871,-1.908097267
T50_17,98.8,incorrect,T50,0,-419.2219,-879.459,-48.517,-91.588,62.12,-2.0028,-358.65,6.395434,0.0967,2.005501747,0.045284551,-1.891419888
T50_170,98.8,acceptable,T50,1,-470.2145,-807.889,-49.904,-120.683,44.272,-1.795,-331.24,6.472363,0.1088,1.781452775,0.007091289,-1.904247165
T50_171,98.8,incorrect,T50,0,-359.8002,-650.848,-16.503,-95.668,44.631,-1.7847,-280.1,5.980903,0.1106,2.221863747,-0.70577395,-1.908928633
T50_172,98.8,incorrect,T50,0,-527.7141,-1078.07,-57.124,-131.296,43.922,-1.8781,-384.54,7.31493,0.0969,1.209036589,0.003778672,-1.918670893
T50_173,98.8,incorrect,T50,0,-398.9023,331.903,170.132,-108.457,52.242,-1.9372,-344.94,6.270479,0.1106,2.219938517,-0.678775489,-1.905286193
T50_174,98.8,medium,T50,1,-448.7846,-825.383,-49.833,-102.068,34.787,-1.8996,-313.24,6.329369,0.1104,1.888969183,0.00664186,-1.91210711
T50_175,98.8,incorrect,T50,0,-385.1329,-683.745,-46.105,-100.626,20.22,-1.7204,-320.96,5.893392,0.0974,2.177326679,-0.548852563,-1.890227199
T50_176,98.8,incorrect,T50,0,-392.6974,-679.481,-38.197,-98.328,36.153,-1.6979,-292.65,6.06518,0.0972,2.283441782,0.008641853,-1.900248647
T50_177,98.8,incorrect,T50,0,-422.6369,-166.077,261.507,-122.488,40.505,-2.076,-423.85,6.588716,0.0956,2.142472506,-0.556131005,-1.90673995
T50_178,98.8,acceptable,T50,1,-405.8787,-390.234,68.731,-117.558,30.502,-1.832,-355.21,6.340046,0.0943,2.222817659,0.555176377,-1.878656745
T50_179,98.8,incorrect,T50,0,-396.6287,-722.899,-47.146,-106.6,23.817,-1.756,-328.41,5.92627,0.0965,2.227297544,-0.587781608,-1.887298346
T50_18,98.8,"clashes,incorrect",T50,0,-387.9437,-447.308,19.336,-108.358,34.379,-1.5815,-328.47,6.275914,0.0956,2.227447987,-0.746466458,-1.904962659
T50_180,98.8,incorrect,T50,0,-523.6009,-957.283,-50.745,-137.309,45.616,-1.7695,-364.2,7.041379,0.0866,1.182372212,0.039731234,-1.910166621
T50_182,98.8,incorrect,T50,0,-380.3252,-573.906,-31.354,-107.136,38.672,-1.6832,-303.62,5.879718,0.0974,2.226937056,-0.529906929,-1.902107477
T50_183,98.8,incorrect,T50,0,-475.0917,-845.009,-53.34,-103.525,31.797,-1.8062,-354.26,6.279035,0.102,1.146545768,0.072491847,-1.893640041
T50_184,98.8,acceptable,T50,1,-409.3778,-554.658,56.9,-119.643,37.227,-1.8759,-388.55,6.812618,0.0943,2.223844051,0.574122846,-1.899398088
T50_185,98.8,incorrect,T50,0,-443.9821,-337.978,31.467,-102.369,48.054,-1.7895,-357.97,6.303196,0.0702,1.777560115,-0.491205156,-1.895880222
T50_186,98.8,incorrect,T50,0,-526.5488,-944.007,-55.02,-120.647,44.504,-1.9133,-413.28,7.151898,0.091,1.357619524,0.062238488,-1.891265154
T50_187,98.8,incorrect,T50,0,-369.7508,-689.697,-32.013,-109.992,31.056,-1.9897,-317.19,6.325611,0.0956,2.201977491,-0.563312352,-1.881623507
T50_188,98.8,"clashes,incorrect",T50,0,-378.8561,536.906,205.186,-99.288,34.533,-1.8449,-337.31,5.93822,0.1106,2.230274439,-0.704859972,-1.892768621
T50_189,98.8,acceptable,T50,1,-399.7759,-330.233,104.481,-107.801,30.77,-1.7947,-358.85,6.280151,0.0943,2.24882865,0.512215853,-1.871603012
T50_19,98.8,"clashes,incorrect",T50,0,-415.8991,298.982,445.892,-117.971,40.724,-2.1343,-445.92,6.781621,0.0956,2.169560194,-0.526035786,-1.889508963
T50_190,98.8,incorrect,T50,0,-414.6461,-246.942,36.385,-89.709,33.232,-1.7336,-335.15,6.097198,0.071,2.012923479,-0.487941861,-1.915874124
T50_191,98.8,incorrect,T50,0,-414.381,1030.28,73.023,-90.217,36.957,-1.844,-337.3,6.441891,0.0764,2.226203918,-0.54668498,-1.826107144
T50_192,98.8,incorrect,T50,0,-397.4932,-708.947,-46.063,-103.965,23.578,-1.7749,-317.62,5.903125,0.0983,2.188156605,-0.577451468,-1.894670963
T50_193,98.8,incorrect,T50,0,-380.8227,-702.773,-46.476,-96.744,28.102,-1.7988,-316.36,5.91219,0.0959,2.196080446,-0.543509126,-1.910164237
T50_194,98.8,acceptable,T50,1,-404.7177,-425.449,139.743,-118.345,59.45,-1.8596,-372.36,6.433989,0.0951,2.226164579,0.636019289,-1.896608829
T50_195,98.8,incorrect,T50,0,-430.2847,-671.96,-27.699,-104.789,28.647,-1.7878,-367.2,6.500219,0.0952,1.86644721,0.004653905,-1.895967484
T50_196,98.8,incorrect,T50,0,-434.6873,-727.121,-47.303,-110.924,43.768,-1.803,-355.1,6.547357,0.0945,2.220300674,-0.517138362,-1.903472781
T50_197,98.8,incorrect,T50,0,-546.7378,-1073.24,-58.208,-133.945,46.891,-1.7555,-394.75,7.17504,0.094,1.181792736,-0.015715852,-1.906779408
T50_198,98.8,incorrect,T50,0,-391.3455,-666.514,-42.198,-97.4,26.413,-1.6623,-309.57,5.765841,0.0981,2.081537008,0.006881774,-1.906742811
T50_199,98.8,incorrect,T50,0,-393.6468,-692.064,-46.801,-109.457,32.526,-1.8233,-324.8,6.219896,0.0967,2.178534031,-0.484415948,-1.889536142
T50_2,98.8,incorrect,T50,0,-496.2683,-922.054,-56.89,-122.087,43.306,-1.8846,-394.68,6.804243,0.0943,1.346913576,0.008519418,-1.897173882
T50_20,98.8,incorrect,T50,0,-365.615,-688.359,-46.162,-102.426,32.311,-1.7589,-320.63,6.020959,0.0974,2.227861404,-0.583132565,-1.906229734
T50_200,98.8,incorrect,T50,0,-572.7167,-1076.06,-59.9,-146.356,50.625,-1.7375,-420.26,7.195362,0.093,1.260842919,-0.014425817,-1.903095722
T50_201,98.8,incorrect,T50,0,-425.4872,-294.572,34.884,-99.682,41.885,-1.8162,-356.8,6.406625,0.0703,2.218238831,-0.577548385,-1.910557628
T50_202,98.8,incorrect,T50,0,-448.6179,-416.372,119.091,-109.986,37.609,-1.6544,-367.28,6.568892,0.0956,2.225769997,-0.64247787,-1.86730206
T50_203,98.8,incorrect,T50,0,-386.349,-705.609,-46.306,-107.274,44.851,-1.7701,-314.48,6.195126,0.0974,2.185172558,-0.695139766,-1.909289122
T50_204,98.8,acceptable,T50,1,-398.5461,-682.841,15.05,-120.794,42.521,-1.8883,-355.67,6.545751,0.0943,2.222548962,0.579639673,-1.913099289
T50_205,98.8,incorrect,T50,0,-397.7303,219.393,107.061,-96.292,38.909,-1.6526,-321.49,5.874817,0.1106,2.22641325,-0.649649739,-1.903756738
T50_206,98.8,incorrect,T50,0,-419.6108,-170.824,92.8,-94.283,30.881,-1.632,-346.27,6.049923,0.0959,1.498048663,0.007642304,-1.908926368
T50_207,98.8,incorrect,T50,0,-408.6915,-369.44,85.348,-97.576,29.909,-1.7901,-336.71,6.078952,0.0974,2.208167553,0.006421924,-1.8840909
T50_208,98.8,incorrect,T50,0,-433.8342,396.085,235.743,-117.682,39.781,-1.8396,-412.82,6.405382,0.0956,2.169117212,-0.587737739,-1.897977114
T50_209,98.8,incorrect,T50,0,-405.6164,-585.814,26.441,-113.716,40.41,-1.7307,-357.67,6.355419,0.0936,2.218205452,-0.544046402,-1.889381051
T50_21,98.8,incorrect,T50,0,-536.1198,-1019.16,-50.644,-113.811,45.182,-1.9672,-393.07,7.224304,0.0878,1.120560765,-0.009568607,-1.897469044
T50_210,98.8,incorrect,T50,0,-434.5385,-681.756,-32.029,-113.88,63.248,-1.9272,-352.12,6.354686,0.0956,2.226023436,-0.582472205,-1.900304914
T50_211,98.8,incorrect,T50,0,-373.8613,-700.47,-44.137,-105.298,34.331,-1.7409,-325.58,6.112541,0.0974,2.223409891,-0.621691465,-1.905685067
