PDB,PID,seqid,label,capri_quality,Unnamed: 5,Unnamed: 6,model,nclash,fnat,fnonnat,lrmsd,irmsdbb,irmsdsc,distance,theta,classification,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,DeepRank-GNN,GNN-DOVE,dMaSIF,PIsToN,DeepRank,HADDOCK
T50_183,T50,98.8,0,4,,,T50_183_conv,Jun-64,0.0,1.0,43.9824,13.9169,14.706,41.3853,135.5163,incorrect,-293.949,-5.85,-43.052,14.931,-0.1747,-32.79,0.936965,0.218587294,0.1586,-1.232092857,1.249924898,2.164237142,-116.7006
T50_184,T50,98.8,1,3,,,T50_184_conv,38/64,0.5306,0.6232,8.5998,2.1483,2.5357,7.2938,31.0807,acceptable,113.703,135.09,-45.749,14.456,-0.2511,-82.94,1.77401,0.023604194,0.2608,0.507784784,0.135134935,-93.03624725,1356.35876
T50_185,T50,98.8,0,4,,,T50_185_conv,Jan-64,0.0,1.0,47.5528,14.866,15.5766,44.4469,127.9288,incorrect,-126.616,-4.356,-34.692,16.107,-0.1737,-7.35,0.585394,0.017546654,0.1233,0.05511428,1.908466101,-4.070957184,-62.91984
T50_186,T50,98.8,0,4,,,T50_186_conv,Sep-64,0.0,1.0,55.2464,22.4311,23.5619,53.6882,97.2274,incorrect,-229.155,-5.993,-32.488,13.723,-0.1671,-53.89,1.286084,0.234235272,0.0974,-1.514563322,0.077389598,3.80917573,-114.3584
T50_187,T50,98.8,0,4,,,T50_187_conv,39/64,0.0612,0.9388,10.2647,3.8686,3.9777,7.3212,59.3843,incorrect,105.67,112.261,-33.937,12.49,-0.3391,-49.64,1.292496,0.010938909,0.1403,0.925751567,0.770100713,-96.55536938,1083.03356
T50_188,T50,98.8,0,4,,,T50_188_conv,70/64,0.0,1.0,48.9179,18.9774,19.741,46.8941,110.1057,"clashes,incorrect",12.7622,19.726,-4.115,7.57,-0.129,-26.72,0.601496,0.00893316,0.0951,-2.347005129,1.722389579,0.792760164,-51.60529
T50_189,T50,98.8,1,3,,,T50_189_conv,55/64,0.102,0.9107,8.5175,2.9463,3.4339,4.9739,42.6594,acceptable,143.455,52.039,-34.901,8.192,-0.1752,-42.67,1.150518,0.003151121,0.5564,-0.21299921,1.609920144,0.850924641,4.77662
T50_18,T50,98.8,0,4,,,T50_18_conv,99/64,0.0,1.0,45.833,15.1558,15.7639,43.6873,124.2208,"clashes,incorrect",-144.278,62.081,-36.246,19.093,-0.0077,-62.71,1.388724,0.021317251,0.1744,-0.215195343,0.599684834,-0.207518846,-63.67928
T50_190,T50,98.8,0,4,,,T50_190_conv,Mar-64,0.0,1.0,47.1598,18.2776,19.5345,46.7084,45.2524,incorrect,-169.084,-4.324,-29.291,12.112,-0.1765,-17.96,0.847862,0.044384595,0.2164,1.075532794,0.925263941,2.034140825,-53.71534
T50_191,T50,98.8,0,4,,,T50_191_conv,13/64,0.0,1.0,79.0819,29.6356,30.6954,78.1064,96.3374,incorrect,-22.4697,5.104,-10.447,10.592,0.0152,-5.11,0.724306,0.073247582,0.1837,-1.865569949,-0.031707883,-0.060838342,-66.742397
T50_192,T50,98.8,0,4,,,T50_192_conv,Mar-64,0.0,1.0,14.6752,7.8313,8.1764,5.9752,133.3944,incorrect,-81.8611,-2.792,-13.362,-1.415,-0.1764,-12.9,0.490539,0.009156557,0.1504,-0.230561435,1.847096205,-0.435277849,-44.75585
T50_193,T50,98.8,0,4,,,T50_193_conv,Mar-64,0.0,1.0,16.5785,8.202,8.7001,5.0022,138.3422,incorrect,-114.008,-2.78,-11.989,7.249,-0.2166,2.68,0.647864,0.008461826,0.0967,0.870785236,-0.140050769,-1.054699212,-47.28824
T50_194,T50,98.8,1,3,,,T50_194_conv,23/64,0.1633,0.8644,7.7215,2.9624,3.4029,7.5625,9.2541,acceptable,-200.767,8.525,-39.756,19.275,-0.1543,-53.34,1.13466,0.174315944,0.4933,0.399799883,-0.742902994,3.466793895,-57.267016
T50_195,T50,98.8,0,4,,,T50_195_conv,18/64,0.0,1.0,85.2057,34.8174,36.3362,83.3668,152.4665,incorrect,-8.83895,17.804,-5.463,0.264,-0.0967,-9.92,0.761891,0.014080662,0.1045,-0.391391665,-0.00038743,-5.887556791,52.22472
T50_196,T50,98.8,0,4,,,T50_196_conv,Dec-64,0.0,1.0,41.8653,13.7665,14.6989,40.697,74.8969,incorrect,-129.291,-3.534,-13.486,12.208,-0.149,-22.64,0.869216,0.013289237,0.1007,-1.661491394,1.882809281,-0.160885364,-70.76003
T50_197,T50,98.8,0,4,,,T50_197_conv,Jun-64,0.0,1.0,60.2658,23.6352,24.0597,58.2025,137.1095,incorrect,-334.728,-7.154,-45.718,18.317,-0.1213,-55.43,1.3386,0.159042791,0.1458,-1.705664992,-1.730953693,2.534663439,-114.278
T50_198,T50,98.8,0,4,,,T50_198_conv,24/64,0.0,1.0,39.9289,15.5237,16.1082,37.3603,115.782,incorrect,146.389,109.861,-4.2,9.299,-0.1222,-15.12,1.026171,0.01538319,0.0755,-0.627924204,1.496441245,-203.3420677,1674.9445
T50_199,T50,98.8,0,4,,,T50_199_conv,0/64,0.0612,0.9167,18.089,8.3328,8.4617,7.6071,169.8996,incorrect,-136.311,-4.1,-36.324,6.485,-0.1723,-17.86,0.888989,0.015035583,0.0978,1.505161643,-0.162317038,1.193848163,-60.2322
T50_19,T50,98.8,0,4,,,T50_19_conv,88/64,0.0,1.0,70.5182,26.6653,28.0665,70.1968,44.3624,"clashes,incorrect",-239.456,107.304,-27.601,12.529,-0.331,-102.49,1.255189,0.149526894,0.6579,-3.876627445,-1.859265804,-4423.844238,30.45538
T50_1,T50,98.8,0,4,,,T50_1_conv,Dec-64,0.0,1.0,46.1642,14.1453,14.194,42.8636,136.9432,incorrect,-239.431,14.99,-34.905,23.83,-0.0892,-12.58,1.090271,0.028727343,0.1796,-0.131434456,1.90754509,2.056943059,-74.75062
T50_200,T50,98.8,0,4,,,T50_200_conv,Jul-64,0.0,1.0,58.6824,23.5439,23.9271,56.6283,134.0391,incorrect,-367.967,-8.154,-51.978,21.88,-0.061,-80.7,1.498426,0.365228206,0.1622,-1.173491001,-1.728128433,2.98113668,-150.4882
T50_201,T50,98.8,0,4,,,T50_201_conv,Feb-64,0.0,1.0,48.5212,13.8579,14.5215,45.4872,128.1726,incorrect,-210.0,-5.462,-33.51,13.896,-0.2964,-36.62,1.189622,0.346092641,0.1212,2.744093895,0.423545241,3.521502137,-57.68826
T50_202,T50,98.8,0,4,,,T50_202_conv,20/64,0.0,1.0,37.5864,16.7281,17.7293,36.7232,70.2518,incorrect,-84.6518,21.395,-16.565,13.129,0.0751,-38.1,0.932081,0.05749619,0.057,-1.104396462,-0.045947909,1.020474583,-80.19472
T50_203,T50,98.8,0,4,,,T50_203_conv,25/64,0.0,1.0,47.7912,14.7681,15.7517,46.5406,78.1894,incorrect,-200.054,-0.341,-7.795,13.008,0.0176,-31.75,1.478684,0.069349214,0.3323,-1.805906057,-0.082670331,2.729244232,-58.64986
T50_204,T50,98.8,1,3,,,T50_204_conv,25/64,0.2653,0.7451,8.8946,2.5801,2.8043,6.7663,39.35,acceptable,-29.9562,99.961,-42.063,13.01,-0.344,-40.01,1.258289,0.006274804,0.1911,0.672644973,-0.081948161,-2.811659575,281.0613
T50_205,T50,98.8,0,4,,,T50_205_conv,29/64,0.0,1.0,45.5379,13.8761,15.1605,41.2598,171.5462,incorrect,-33.1549,3.954,1.999,5.825,0.0432,10.34,0.328315,-0.002651909,0.1109,-1.612169027,1.909410954,-2.08991313,-39.0114
T50_206,T50,98.8,0,4,,,T50_206_conv,27/64,0.0,1.0,49.2094,16.4719,17.1083,48.0791,86.5048,incorrect,672.425,168.19,9.359,-4.425,0.0819,-9.93,0.338604,0.014932311,0.0991,-1.334726572,1.721337795,-300821.6016,4062.73952
T50_207,T50,98.8,0,4,,,T50_207_conv,16/64,0.0,1.0,46.0392,17.8076,18.4939,44.6211,91.3092,incorrect,185.545,151.763,-12.991,6.779,-0.115,-36.01,0.997767,0.038841922,0.08,-0.54417634,0.857264757,-1036496.0,1487.35
T50_208,T50,98.8,0,4,,,T50_208_conv,42/64,0.0,1.0,67.339,25.3469,26.6472,67.0555,43.0579,incorrect,-245.33,53.976,-34.353,10.301,-0.1151,-84.92,0.822885,0.450774282,0.2924,-4.364439964,-1.849776983,-272501.9922,-48.959019
T50_209,T50,98.8,0,4,,,T50_209_conv,36/64,0.0612,0.9464,16.4638,7.8109,8.2012,4.1979,148.0237,incorrect,30.2345,69.456,-34.33,11.982,-0.095,-42.77,0.88048,0.01552527,0.3021,0.140474036,0.318834305,0.921142817,180.7199
T50_20,T50,98.8,0,4,,,T50_20_conv,33/64,0.0,1.0,48.3267,13.3362,14.2684,45.5315,124.371,incorrect,-268.482,15.433,-41.431,15.974,-0.1704,-29.34,1.450081,0.360118687,0.2599,1.093663573,0.71802026,2.641858101,-65.210472
T50_210,T50,98.8,0,4,,,T50_210_conv,Sep-64,0.0,1.0,19.5633,7.6117,7.9155,11.6381,135.2385,incorrect,-79.0038,0.06,-16.652,15.506,-0.181,-16.86,0.635592,0.016086426,0.2766,-0.894297063,1.928578138,-1.08868143,-70.54411
T50_211,T50,98.8,0,4,,,T50_211_conv,22/64,0.0,1.0,51.2854,16.3629,17.0905,48.5004,149.6,incorrect,-205.545,35.623,-32.18,19.145,-0.1543,-35.18,1.379336,0.200088948,0.133,1.687067747,0.195519328,2.825985581,-35.648766
T50_212,T50,98.8,0,4,,,T50_212_conv,20/64,0.0,1.0,50.3454,17.4993,18.9614,48.4285,129.0276,incorrect,-110.268,9.943,-5.811,6.048,-0.091,-10.96,0.710377,0.027688637,0.098,-0.739844024,1.013508558,2.504094243,-51.49049
T50_213,T50,98.8,0,4,,,T50_213_conv,85/64,0.0,1.0,63.4076,24.4819,25.2287,62.1429,99.4738,"clashes,incorrect",-262.352,27.954,-36.384,12.017,-0.081,-57.67,1.632176,0.569401562,0.4994,-1.888078332,-1.571065426,2813.912964,-81.96186
T50_214,T50,98.8,0,4,,,T50_214_conv,Jul-64,0.0,1.0,59.0648,23.4482,23.8532,56.8627,143.447,incorrect,-348.601,-3.512,-46.01,18.032,-0.4043,-70.54,1.500516,0.099218398,0.1865,-1.226359367,-1.237123966,2.18453896,-132.1272
T50_215,T50,98.8,0,4,,,T50_215_conv,101/64,0.0,1.0,42.2866,12.6317,12.5788,39.7608,135.2851,"clashes,incorrect",-5.2047,53.286,-12.126,10.355,-0.0633,-55.03,1.11503,0.217684373,0.2452,-0.06456437,-0.106911778,3.052434087,31.540028
T50_216,T50,98.8,0,4,,,T50_216_conv,May-64,0.0,1.0,46.8382,17.6554,18.2351,44.7615,112.8194,incorrect,-188.44,-6.005,-25.248,12.212,-0.1831,-21.12,0.902447,0.085772306,0.1257,0.045661047,0.000867486,2.239163756,-62.42934
T50_217,T50,98.8,0,4,,,T50_217_conv,96/64,0.0,1.0,45.6002,13.1717,14.1173,43.3366,94.4984,"clashes,incorrect",-218.605,62.303,-43.035,19.005,0.0975,-92.18,1.984351,0.240668491,0.7318,-2.738824368,-1.666441202,5.260545015,35.94078
T50_218,T50,98.8,0,4,,,T50_218_conv,14/64,0.0,1.0,63.3798,24.0446,24.7476,61.1419,144.9743,incorrect,-95.5041,8.386,0.127,7.588,0.078,-31.28,0.817787,0.019618681,0.0887,-1.863755345,0.397830963,2.914244652,-41.11979
T50_219,T50,98.8,0,4,,,T50_219_conv,Nov-64,0.0,1.0,44.8632,12.7685,13.2842,42.7014,133.9554,incorrect,-80.4765,74.606,-19.079,12.879,0.1093,-20.11,1.07066,0.332988828,0.1222,2.151698828,0.851292849,-2.473341942,53.521328
T50_21,T50,98.8,0,4,,,T50_21_conv,Aug-64,0.0,1.0,57.276,22.9889,23.1641,55.3959,115.8298,incorrect,-309.084,-0.722,-16.761,15.745,-0.1848,-69.61,1.483216,0.061647899,0.1402,-1.542955041,-0.290944099,2.79801321,-128.89741
T50_220,T50,98.8,0,4,,,T50_220_conv,20/64,0.0,1.0,19.6575,7.3629,7.9688,12.2702,143.1693,incorrect,-157.256,7.065,-22.622,21.315,-0.3365,-44.34,0.960669,0.013174841,0.3639,0.144624054,0.944163084,1.723652989,-71.22322
T50_221,T50,98.8,0,4,,,T50_221_conv,Mar-64,0.0,1.0,58.7597,22.8551,23.9083,57.4127,97.0513,incorrect,-302.172,-5.572,-39.061,15.261,-0.122,-54.9,1.02265,0.2878052,0.0783,-0.233618721,0.010690689,3.026469111,-104.2301
T50_222,T50,98.8,0,4,,,T50_222_conv,15/64,0.0,1.0,65.1886,26.4721,28.133,63.1108,125.183,incorrect,-23.0784,19.23,-6.315,6.325,0.0036,-31.88,0.478643,0.008111885,0.1229,-1.863171935,-1.576028228,0.879848748,-39.00149
T50_223,T50,98.8,0,4,,,T50_223_conv,Sep-64,0.0,1.0,57.7167,22.8268,23.2542,55.8162,122.6897,incorrect,-345.651,-7.135,-33.918,17.559,0.0103,-66.84,1.412009,0.414397478,0.12,-2.108418941,-1.369452715,3.128193021,-134.477
T50_224,T50,98.8,1,3,,,T50_224_conv,47/64,0.3265,0.7838,8.3115,2.9448,3.2138,4.4067,49.1501,acceptable,243.565,127.324,-48.249,9.494,-0.2264,-59.56,1.520514,0.010961848,0.5973,0.906365335,0.69887352,-19.35852623,1867.53372
T50_225,T50,98.8,0,4,,,T50_225_conv,Jun-64,0.0,1.0,59.8049,23.2809,23.6962,57.6313,144.5174,incorrect,-348.169,-6.091,-52.898,21.688,-0.121,-69.07,1.410383,0.01688531,0.1025,-0.83170712,-0.772606075,2.752946615,-115.0157
T50_226,T50,98.8,0,4,,,T50_226_conv,40/64,0.0,1.0,49.0819,15.2836,16.5465,46.7578,140.9662,incorrect,185.077,119.201,-24.595,15.135,-0.0766,-28.25,0.633629,-0.014413599,0.1879,-3.859038353,1.952185869,-17.98156333,828.19426
T50_227,T50,98.8,0,4,,,T50_227_conv,104/64,0.0,1.0,59.2675,25.058,26.2174,58.6764,59.4225,"clashes,incorrect",-196.933,77.667,-15.179,14.681,0.3821,-85.55,1.175572,0.292600214,0.0803,-1.451839685,-1.769593477,15463.375,75.37478
T50_228,T50,98.8,0,4,,,T50_228_conv,May-64,0.0,1.0,48.6684,15.0678,15.8775,46.5491,158.7648,incorrect,-195.539,-6.634,-45.564,6.844,-0.2506,-31.36,0.869709,0.014518647,0.0978,-3.186219454,1.673967719,3.235118985,-99.46508
T50_229,T50,98.8,1,3,,,T50_229_conv,16/64,0.2653,0.7174,9.3831,2.7049,2.9721,7.0669,46.3333,acceptable,-190.919,5.701,-38.479,18.963,-0.1835,-27.42,1.412716,0.01415706,0.5902,1.380022883,1.172164202,2.069049954,-61.9057
T50_22,T50,98.8,0,4,,,T50_22_conv,16/64,0.0,1.0,15.1668,4.83,5.6956,9.1594,113.8866,incorrect,-9.65019,12.118,-21.416,16.468,-0.2659,-33.27,0.808388,0.011177829,0.1697,-0.103878625,0.431697488,0.826585799,-66.23706
T50_230,T50,98.8,0,4,,,T50_230_conv,Jun-64,0.0816,0.9579,17.6772,7.6165,7.5417,7.4994,133.9048,incorrect,-323.248,-12.325,-58.857,23.453,-0.2367,-74.93,2.107611,0.015969167,0.5299,0.760049641,-1.873004436,4.142264247,-157.45598
T50_231,T50,98.8,0,4,,,T50_231_conv,15/64,0.0,1.0,40.832,15.6441,15.8844,40.0982,58.964,incorrect,-267.136,9.76,-52.188,17.655,-0.067,-20.18,1.048156,0.302868396,0.4005,-0.134698227,1.806261063,1.82898736,-100.305944
T50_232,T50,98.8,0,4,,,T50_232_conv,91/64,0.0,1.0,65.4304,22.9362,24.1067,64.7643,76.7569,"clashes,incorrect",2373.27,597.127,4.491,10.572,0.055,-15.76,0.4494,0.023622239,0.0574,-0.0729343,0.558333158,-2715.6604,15738.77776
T50_233,T50,98.8,1,3,,,T50_233_conv,47/64,0.1224,0.8667,9.3823,3.6957,3.7964,7.102,47.3123,acceptable,227.247,202.908,-38.671,12.442,-0.2653,-55.41,1.279794,0.017474383,0.3705,0.415457577,0.031416535,-1013.310608,1381.05662
T50_234,T50,98.8,0,4,,,T50_234_conv,May-64,0.0204,0.9811,16.7659,7.6123,8.1557,5.3677,146.0626,incorrect,-139.597,-4.751,-8.076,12.706,-0.1347,-23.71,0.788442,0.009710957,0.0535,0.626226246,0.919514418,0.434267879,-68.91713
T50_235,T50,98.8,0,4,,,T50_235_conv,26/64,0.0,1.0,46.6878,14.9763,15.998,45.6406,66.7434,incorrect,-169.384,12.388,-7.825,5.601,0.0146,-58.15,1.535605,0.013086375,0.1026,-1.62669909,-1.375602961,3.409524083,-79.4697
T50_236,T50,98.8,0,4,,,T50_236_conv,Oct-64,0.0,1.0,58.8687,23.4069,23.8266,56.6338,146.4064,incorrect,-353.756,-7.266,-39.922,16.802,-0.1609,-81.01,1.407165,0.303002715,0.1086,-1.866199493,-1.708864927,2.882663965,-116.3298
T50_237,T50,98.8,0,4,,,T50_237_conv,Jan-64,0.1633,0.8431,12.4937,5.6944,6.0322,4.4292,90.224,incorrect,-117.99,-3.983,-21.439,12.504,-0.0628,-12.78,0.991274,0.071782723,0.1164,-0.830831587,1.58480227,0.924283057,-42.344786
T50_238,T50,98.8,0,4,,,T50_238_conv,Apr-64,0.0,1.0,50.9296,15.9161,17.0643,48.1078,138.4762,incorrect,-297.709,-9.546,-40.969,19.139,0.1903,-60.58,1.821881,0.131923467,0.6488,-2.584978342,-1.8388623,4.566809893,-132.98662
T50_239,T50,98.8,0,4,,,T50_239_conv,130/64,0.0,1.0,18.263,7.4654,8.0885,8.377,164.1006,"clashes,incorrect",122.535,62.452,-17.769,14.667,-0.1582,-72.46,1.159242,0.017705642,0.189,0.521342993,0.027624488,-0.065249503,-10.1761
T50_23,T50,98.8,0,4,,,T50_23_conv,24/64,0.0,1.0,57.4644,19.9145,21.7706,54.9658,177.0428,incorrect,-93.3515,16.638,-9.951,7.357,-0.0393,-17.38,0.859471,0.003090221,0.1264,-2.046046734,1.492074966,-0.00014627,-22.547244
T50_240,T50,98.8,0,4,,,T50_240_conv,Apr-64,0.0,1.0,47.7589,14.2889,15.2831,45.2969,106.2751,incorrect,-275.902,-8.399,-46.857,24.789,-0.1468,-41.16,1.78909,0.278504103,0.413,-2.383498192,0.034816623,3.467597723,-109.90428
T50_241,T50,98.8,0,4,,,T50_241_conv,92/64,0.0,1.0,44.2006,14.3807,14.1923,40.4459,158.1189,"clashes,incorrect",-163.026,29.741,-35.004,13.627,-0.0237,-17.68,0.888654,0.089815348,0.7039,-0.443583667,1.935609579,2.125674129,-40.23136
T50_242,T50,98.8,1,3,,,T50_242_conv,29/64,0.1429,0.8444,9.5035,3.9199,4.0864,4.8142,59.3703,acceptable,-192.264,24.853,-32.2,12.055,-0.3939,-54.54,1.458685,0.002091579,0.0755,1.505593419,0.030048609,2.286666632,-71.51908
T50_243,T50,98.8,0,4,,,T50_243_conv,Feb-64,0.1633,0.8824,14.1373,5.6462,6.6106,10.834,67.4229,incorrect,-328.884,-11.393,-47.84,26.038,-0.1908,-83.05,1.965631,0.632074952,0.2404,0.137226805,-1.857179165,4.30657506,-108.11754
T50_244,T50,98.8,1,3,,,T50_244_conv,30/64,0.1837,0.8571,10.1255,3.8492,3.9537,6.7172,53.2252,acceptable,-246.99,17.3,-44.434,16.082,-0.3243,-59.99,1.712897,0.011054615,0.257,0.833382249,-0.047671556,2.285595536,-3.4141
T50_245,T50,98.8,0,4,,,T50_245_conv,179/64,0.0,1.0,56.6544,18.9822,19.4602,54.3267,157.7177,"clashes,incorrect",1154.11,359.174,-15.455,19.332,-0.2524,-81.21,0.464046,0.01789912,0.1436,-2.926118374,1.240902066,-100782463.0,3881.59366
T50_246,T50,98.8,0,4,,,T50_246_conv,31/64,0.0,1.0,47.7364,13.9839,14.9061,45.3361,104.0414,incorrect,-186.155,17.274,-28.151,10.311,-0.089,-16.31,1.248919,-0.000674717,0.3299,-3.482580185,1.783336163,0.849450946,-22.19595
T50_247,T50,98.8,0,4,,,T50_247_conv,Jun-64,0.0,1.0,57.8349,23.1181,23.5672,55.605,143.3531,incorrect,-319.689,-5.23,-41.012,15.679,-0.0778,-78.01,1.364596,0.235601798,0.1261,-1.737573743,-1.690475464,3.789650559,-111.4739
T50_248,T50,98.8,0,4,,,T50_248_conv,0/64,0.0,1.0,50.612,15.9496,15.9647,48.6583,159.4941,incorrect,-125.019,0.867,-24.909,12.843,-0.1409,-19.37,0.511497,0.021364618,0.2233,1.247745514,0.580472589,1.981482148,-44.19454
T50_249,T50,98.8,0,4,,,T50_249_conv,Feb-64,0.0204,0.9714,36.2526,12.0047,11.3916,31.9614,167.1611,incorrect,-143.474,-5.81,-28.096,9.398,-0.1355,-37.17,0.8937,0.570934892,0.098,0.36734435,1.156382322,2.785442591,-85.3893
T50_24,T50,98.8,0,4,,,T50_24_conv,16/64,0.0,1.0,43.1412,13.0711,13.9452,39.8933,152.1923,incorrect,-116.86,19.566,-32.243,5.575,-0.0469,-48.54,0.902427,0.183201998,0.1268,0.056555323,1.147906899,2.894933581,-44.73719
T50_250,T50,98.8,0,4,,,T50_250_conv,172/64,0.0,1.0,39.0147,14.8477,15.0019,37.8013,76.0592,"clashes,incorrect",-114.957,68.067,-55.171,17.734,-0.1514,-115.49,2.018413,0.516884506,0.2619,-0.602672696,-0.938935041,3.83753264,-49.2947
T50_251,T50,98.8,0,4,,,T50_251_conv,Apr-64,0.0,1.0,14.9335,7.7141,8.0629,7.1362,124.0525,incorrect,-64.5314,-3.005,-25.904,-0.034,-0.1493,-14.18,0.535511,0.006466009,0.1511,-0.030171808,0.000605941,0.289320886,-41.7486
T50_252,T50,98.8,0,4,,,T50_252_conv,Jun-64,0.0816,0.9259,18.0128,8.1806,8.6175,6.7214,176.629,incorrect,-237.837,-6.716,-48.206,14.296,-0.248,-50.66,1.204201,-0.003210314,0.1756,1.295603514,-0.171923399,2.282941818,-120.0385
T50_253,T50,98.8,0,4,,,T50_253_conv,Apr-64,0.0,1.0,17.1836,8.3351,8.7376,9.6777,127.3412,incorrect,-91.5177,-2.387,-11.162,-0.335,-0.1977,-32.38,0.809044,0.009272482,0.0895,0.433867723,0.818607211,1.117825657,-56.522011
T50_254,T50,98.8,0,4,,,T50_254_conv,27/64,0.0,1.0,73.4178,28.9468,29.9283,71.6139,130.8298,incorrect,-81.4732,29.916,-1.254,3.08,-0.1057,-25.81,1.141445,0.016902672,0.0666,-1.491495848,-0.603195071,0.737099797,-3.84694
T50_255,T50,98.8,0,4,,,T50_255_conv,76/64,0.0204,0.9886,22.901,8.6576,9.5894,14.6803,172.8628,"clashes,incorrect",55.7119,70.699,-10.669,8.295,0.1315,-31.89,0.956989,0.119208336,0.1284,0.307929873,0.029206991,-0.220488548,25.64868
T50_256,T50,98.8,0,4,,,T50_256_conv,31/64,0.0,1.0,37.2635,14.4223,14.5258,35.5429,82.2349,incorrect,-217.491,21.599,-48.429,20.531,-0.0719,-49.55,1.285718,0.357519925,0.2696,0.495521426,0.220682502,3.937698364,-107.8101
T50_257,T50,98.8,1,2,,,T50_257_conv,64/64,0.6735,0.4211,7.8464,1.8231,2.2944,6.611,30.6445,medium,517.933,248.824,-42.316,15.253,-0.2119,-69.14,1.63057,0.015932849,0.3526,1.075729728,-1.096361995,-199.7547073,1884.18472
T50_258,T50,98.8,0,4,,,T50_258_conv,118/64,0.0,1.0,19.4693,7.7153,8.2913,10.3458,144.3271,"clashes,incorrect",-108.327,48.434,-12.454,15.124,-0.1804,-83.48,0.829379,0.020139392,0.2724,-0.973471403,-1.26979208,1.343378812,-13.4986
T50_259,T50,98.8,0,4,,,T50_259_conv,26/64,0.0,1.0,56.3893,23.7971,25.126,54.661,131.9898,incorrect,362.725,113.987,1.883,1.74,0.2306,-15.22,0.371567,0.010299498,0.1154,-0.767538249,-0.037166119,-17.66528988,4066.4246
T50_25,T50,98.8,0,4,,,T50_25_conv,19/64,0.0,1.0,52.3737,20.3181,21.318,50.3491,112.8356,incorrect,25.6023,16.323,-21.492,2.205,-0.2097,-9.29,0.358563,0.002306864,0.1153,-1.216106415,1.323280334,2.240861177,85.36611
T50_260,T50,98.8,0,4,,,T50_260_conv,May-64,0.0,1.0,57.713,22.9613,23.4054,55.8515,120.6836,incorrect,-320.07,-5.51,-42.979,15.382,0.0083,-59.33,1.23801,0.176620468,0.1582,-1.570230842,-0.158679605,2.880703926,-116.9507
T50_261,T50,98.8,0,4,,,T50_261_conv,18/64,0.0,1.0,45.0454,20.6006,21.298,42.954,142.8739,incorrect,-70.1067,16.354,-10.919,15.019,-0.0346,-20.91,0.811269,0.012698518,0.1257,-0.794426918,1.587534189,0.25883472,-63.31134
T50_262,T50,98.8,0,4,,,T50_262_conv,Oct-64,0.0,1.0,48.9727,16.0679,17.3163,46.999,171.0923,incorrect,-260.492,-6.591,-44.26,24.957,-0.1267,-48.29,0.887785,0.228194147,0.1455,-1.838077307,0.942999125,3.547000885,-128.9998
T50_263,T50,98.8,0,4,,,T50_263_conv,36/64,0.0,1.0,29.6247,10.7223,11.2551,26.8238,96.6507,incorrect,-101.423,10.063,-3.685,9.297,0.013,4.36,0.437357,0.019192446,0.1746,-0.582515538,1.927621126,0.971520334,-35.14066
T50_264,T50,98.8,1,2,,,T50_264_conv,Feb-64,0.8367,0.4058,5.8054,1.4209,2.2471,5.0855,19.6354,medium,-352.121,-11.952,-63.165,25.71,-0.3056,-70.58,2.086367,-0.007279094,0.6841,1.865252852,-1.498932362,3.480898976,-127.51274
T50_265,T50,98.8,0,4,,,T50_265_conv,19/64,0.0,1.0,43.997,12.8655,13.0942,41.4882,111.9938,incorrect,-5.98044,46.592,-38.321,7.707,-0.0312,-28.88,1.334967,0.216832772,0.4429,-0.168892831,1.868316174,-9.271452427,180.40362
T50_266,T50,98.8,0,4,,,T50_266_conv,Jun-64,0.0,1.0,78.1537,27.542,28.9686,76.8933,143.5133,incorrect,-108.56,-6.104,-22.79,6.288,-0.0162,-20.48,0.576356,0.005291576,0.4648,-2.637681246,-1.625604153,4.155418038,-96.2517
T50_267,T50,98.8,0,4,,,T50_267_conv,Apr-64,0.0,1.0,20.5892,8.7911,8.9095,10.8589,174.2129,incorrect,-191.246,-9.987,-44.706,21.145,0.1098,-61.0,1.225255,0.015343096,0.2435,-0.575721622,-1.374939919,0.029946506,-117.56114
T50_268,T50,98.8,0,4,,,T50_268_conv,59/64,0.0,1.0,71.5192,26.9171,28.33,71.2047,43.8055,incorrect,-244.452,84.58,-31.516,11.33,-0.4326,-91.47,1.032082,0.140956834,0.3564,-3.968803644,-1.829910755,-31336.80664,-26.64702
T50_269,T50,98.8,0,4,,,T50_269_conv,Jan-64,0.0,1.0,16.3337,7.8115,8.3334,9.4366,142.6743,incorrect,-51.7029,-2.248,-7.741,-2.017,-0.1528,2.54,0.405696,0.009867886,0.1147,-0.018343728,0.903717697,-0.44848609,-32.887728
T50_26,T50,98.8,0,4,,,T50_26_conv,59/64,0.0,1.0,50.6683,21.9727,22.0535,47.7362,158.2011,incorrect,-179.296,31.609,-37.68,17.182,-0.0518,-51.24,1.273934,0.224881977,0.0992,-0.706226349,-0.285432339,0.862667799,-59.42238
T50_270,T50,98.8,0,4,,,T50_270_conv,Oct-64,0.0,1.0,58.6331,23.0444,23.47,56.5757,133.6708,incorrect,-336.967,-4.973,-39.69,17.175,-0.303,-66.28,1.426157,0.087834179,0.1471,-2.187019825,-1.76930964,2.598026872,-121.4276
T50_271,T50,98.8,0,4,,,T50_271_conv,57/64,0.0612,0.9516,18.1173,8.4721,8.9422,7.6155,166.1003,incorrect,402.652,299.144,-32.532,14.919,0.1018,-67.58,1.16518,0.23878409,0.0752,0.207449317,-0.000662088,-377.40625,2241.12618
