PDB,Input,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,DeepRank-GNN,dMaSIF,PIsToN
1a2y_11,r-l_11,1a2y,0,-160.1869,335.343,202.121,2.66,-3.889,-0.1016,-45.71,0.768306,0.9267,0.010279951,-0.495733351,-0.010151863
1a2y_12,r-l_12,1a2y,0,-219.6237,1176.17,463.626,26.507,-5.578,0.1153,-25.22,0.630468,0.0041,0.004171298,-0.398737311,0.2791740894317627
1a2y_128967,r-l_128967,1a2y,1,-198.3635,448.316,103.514,-10.428,3.612,0.0398,-21.53,0.777309,0.7682,0.010279951,-1.463127851,0.6731741428375244
1a2y_13,r-l_13,1a2y,0,-136.593,810.417,320.753,10.571,-4.768,-0.1287,-45.82,0.411584,0.8448,0.010279951,-0.671612024,0.177910566
1a2y_14,r-l_14,1a2y,0,-181.873,1014.37,324.743,24.934,-11,0.0393,4.33,0.211189,0.2047,0.006858549,-0.578775942,1.7899214029312134
1a2y_15,r-l_15,1a2y,0,-238.9862,521.446,260.521,9.699,-3.902,-0.0101,-40.79,0.660351,0.8589,0.010279951,-0.640595257,0.8029919862747192
1a2y_16,r-l_16,1a2y,0,-233.7725,549.378,241.027,5.804,-9.747,-0.0028,-29.67,0.499837,0.0002,0.010279951,-1.272142887,1.615715265274048
1a2y_17,r-l_17,1a2y,0,-205.6283,1807.45,544.089,28.154,-7.43,0.2462,-61.32,0.251385,0,0.026279718,-1.510245979,-0.015918255
1a2y_18,r-l_18,1a2y,0,-217.0215,1794.74,495.642,8.156,-5.119,0.0564,-45.79,0.510702,0.0001,0.010279951,-0.677526414,1.888248085975647
1a2y_19,r-l_19,1a2y,0,-237.1869,1339.16,445.815,12.724,-2.126,0.1604,-26.58,0.689626,0.0003,0.007777969,-0.374407232,0.691176713
1a2y_2,r-l_2,1a2y,0,-174.7921,1342.94,393.027,17.112,-7.976,0.0958,-40.18,0.67409,0.0364,0.010279951,-0.383459926,1.4963141679763794
1a2y_20,r-l_20,1a2y,0,871.3748999999999,789.095,212.328,26.923,-5.531,-0.0196,-9.59,0.259714,0.1342,0.007927499,-2.163527727,1.8805601596832275
1a2y_21,r-l_21,1a2y,0,-208.0865,1316.48,425.534,15.008,-4.825,0.1357,-73.18,0.485467,0.0546,0.010279951,-0.768755436,0.020197153
1a2y_22,r-l_22,1a2y,0,-198.702,648.243,214.544,38.775,-5.479,0.4258,15.41,0.605149,0.0281,0.000377805,-1.468533635,1.9481078386306765
1a2y_24,r-l_24,1a2y,0,-237.264,990.657,335.225,8.986,-6.049,0.0832,-62.03,0.59358,0.0001,0.010279951,-1.095693968,1.184571623802185
1a2y_242705,r-l_242705,1a2y,1,-196.5535,212.921,112.883,-12.94,4.639,-0.238,-11.39,0.604667,0.9667,0.021487415,-0.469465375,0.504004717
1a2y_244440,r-l_244440,1a2y,1,-225.945,1505.31,382.3,-12.086,6.648,-0.0647,-41.32,0.742852,0.5844,0.034232266,-1.530092597,-1.517661929
1a2y_25,r-l_25,1a2y,0,-223.5327,88.5679,63.377,-2.071,-4.005,-0.0444,-22.99,0.482712,0.8546,0.008649259,-0.534780204,1.0062832832336426
1a2y_26,r-l_26,1a2y,0,-87.777,2021.34,584.274,29.632,-8.714,0.1976,-60.31,0.008977,0,0.010279951,-1.35845232,0.9348284602165222
1a2y_27,r-l_27,1a2y,0,-173.6631,2928.72,938.833,28.351,-6.924,0.4681,-89.39,-0.199797,0.0002,0.010279951,-0.558695018,1.0714058876037598
1a2y_28,r-l_28,1a2y,0,-229.0538,749.814,245.46,11.956,-6.562,-0.2027,-40.42,0.653154,0.0011,0.010279951,-0.500840247,1.2799160480499268
1a2y_29,r-l_29,1a2y,0,-116.8631,1514.86,493.865,29.382,-6.892,0.1719,-65.3,0.339541,0.0001,0.009690923,-0.568874121,1.4473849534988403
1a2y_3,r-l_3,1a2y,0,-203.304,556.352,322.081,26.604,-3.847,0.1444,-35.82,0.438734,0.0002,0.010279951,-0.733982325,1.8587712049484253
1a2y_30,r-l_30,1a2y,0,-200.0665,775.176,251.407,21.013,-5.667,-0.0506,1,0.573801,0.0331,0.012761498,-0.937330008,1.5801180601119995
1a2y_31,r-l_31,1a2y,0,-213.1611,607.337,198.361,13.456,-4.54,-0.0524,-25,0.466069,0.1559,0.010279951,-0.498232603,1.7522574663162231
1a2y_32,r-l_32,1a2y,0,-209.831,1214.67,342.707,20.761,-9.355,0.0092,-19.66,0.464644,0.4543,0.010279951,-0.257805943,0.9399443864822388
1a2y_320294,r-l_320294,1a2y,1,-223.3901,40.5951,63.718,-17.785,5.265,-0.2143,-2.87,0.73081,0.9209,0.010279951,-0.661998749,-0.244455934
1a2y_33,r-l_33,1a2y,0,-204.1855,816.613,313.209,26.302,-7.833,0.1442,-21.2,0.415267,0.0052,0.010279951,-1.504439592,1.489169359207153
1a2y_34,r-l_34,1a2y,0,-191.3074,1902.56,588.757,39.631,-9.017,0.0398,-60.46,0.632112,0.001,0.010279951,-0.717120767,1.2545740604400637
1a2y_35,r-l_35,1a2y,0,-203.2224,609.112,331.008,23.886,-4.23,0.1299,-42.82,0.444194,0.0003,0.010279951,-0.467597276,1.5210449695587158
1a2y_36,r-l_36,1a2y,0,-135.3181,1081.93,294.927,30.915,-6.246,0.1036,-26.71,0.431649,0.3962,0.010496041,-1.100607634,0.9385241270065308
1a2y_37,r-l_37,1a2y,0,-212.9761,976.794,245.575,17.155,-5.741,0.1562,-22.48,-0.101532,0.0002,0.009412165,-1.630529642,0.1599581241607666
1a2y_375148,r-l_375148,1a2y,1,-193.7169,670.64,259.227,-16.679,3.668,-0.1444,-25.14,0.589138,0.8937,0.20516412,-1.198105812,0.1778196096420288
1a2y_375432,r-l_375432,1a2y,1,-208.8617,-112.969,17.492,-16.673,4.662,-0.0493,-9.26,0.76266,0.9671,0.085278675,-0.714701593,0.066096187
1a2y_38,r-l_38,1a2y,0,-229.9151,868.482,224.684,11.814,-4.058,0.0506,-15.06,0.637476,0.0095,0.010279951,-0.464565277,0.4954125881195068
1a2y_39,r-l_39,1a2y,0,-166.7773,1146.68,333.867,21.611,-4.009,-0.0509,-14.76,0.235049,0.1526,0.010279951,-1.161698222,-1.042332888
1a2y_4,r-l_4,1a2y,0,-219.8931,1485.45,450.848,28.699,-4.676,0.307,-29.92,0.557793,0,0.010279951,-1.589915872,1.8267958164215088
1a2y_40,r-l_40,1a2y,0,-189.1916,996.597,451.32,26.388,-3.784,0.1204,-52.38,0.387252,0.0003,0.010279951,-0.604846478,1.608149528503418
1a2y_42,r-l_42,1a2y,0,-136.5389,2277.03,652.743,18.547,-7.515,0.3527,-63.21,0.578976,0,0.010279951,-0.62810564,1.653924822807312
1a2y_427971,r-l_427971,1a2y,1,-203.4655,406.758,182.131,-7.53,1.574,0.0223,-10.38,0.546215,0.8117,0.220374748,-1.02939713,0.016628623
1a2y_43,r-l_43,1a2y,0,-229.766,1301.71,444.687,7.312,-4.779,0.1126,-53.47,0.605072,0.0609,0.010279951,-0.475130677,0.8277620077133179
1a2y_44,r-l_44,1a2y,0,-213.0377,298.569,118.156,10.057,-4.875,-0.0365,-2.71,0.667447,0.0265,0.019954901,-0.935293019,1.377192735671997
1a2y_45,r-l_45,1a2y,0,-176.8022,1124.36,376.398,20.411,-6.803,0.4384,-40.12,0.714966,0.0037,0.010279951,-0.64245981,1.1508692502975464
1a2y_450518,r-l_450518,1a2y,1,-199.5687,261.448,136.156,-10.634,2.202,-0.2427,-10.66,0.553899,0.9432,0.029858708,-0.831263185,-0.272770882
1a2y_46,r-l_46,1a2y,0,378.44822,219.602,107.798,-20.014,6.091,0.044,-17.88,1.062403,0.8372,0.010279951,-1.064053364,-0.000875592
1a2y_47,r-l_47,1a2y,0,-216.9639,1139.2,325.283,9.244,-4.446,0.1322,-67.97,0.630331,0.7095,0.010279951,-0.599266231,-0.311478734
1a2y_476386,r-l_476386,1a2y,1,-204.2606,87.9146,88.063,-16.87,4.589,-0.0965,-9.17,0.61236,0.9579,0.035669629,-0.531707764,0.1592392921447754
1a2y_48,r-l_48,1a2y,0,-178.1198,2049.83,676.96,19.777,-15.034,0.3496,-90.25,0.253877,0,0.010279951,-0.504171848,1.4715818166732788
1a2y_49,r-l_49,1a2y,0,643.0518999999999,384.217,227.721,18.053,-3.964,0.0429,-14.23,0.728726,0.1438,0.010279951,-0.82115519,1.867119550704956
1a2y_5,r-l_5,1a2y,0,-190.4819,416.893,148.716,17.001,-8.328,0.1378,-27.93,0.830894,0.0103,0.010146406,-0.509766698,1.562426209449768
1a2y_50,r-l_50,1a2y,0,-234.2714,576.123,242.498,27.234,-3.353,0.3901,-7.63,0.891762,0.001,0.010279951,-1.46926868,1.561211347579956
1a2y_51,r-l_51,1a2y,0,-196.578,1044.1,368.497,22.639,-5.216,0.2105,-37.33,0.459676,0.1169,0.010279951,-0.409942478,-0.007724881
1a2y_52,r-l_52,1a2y,0,-202.2178,1450.39,382.932,33.283,-6.435,0.0848,-32.06,0.593066,0.0021,0.010279951,-0.722018659,1.7149193286895752
1a2y_53,r-l_53,1a2y,0,-211.1594,1120.19,355.998,13.505,-4.778,0.0829,-69.92,0.384086,0.6497,0.010279951,-0.703934252,-0.004228354
1a2y_54,r-l_54,1a2y,0,-147.4009,633.013,184.444,10.701,-6.397,0.0584,-25.28,0.599372,0.0503,0.0278183,-0.49551475,1.7942763566970823
1a2y_55,r-l_55,1a2y,0,1075.3764,925.07,287.494,12.227,-4.181,0.0156,-46.48,0.66001,0.0001,0.010279951,-0.707517743,-1.066987395
1a2y_56,r-l_56,1a2y,0,-222.5628,912.255,355.728,11.759,-4.222,-0.0262,-59.63,0.480264,0.1494,0.010279951,-0.641011715,1.375425100326538
1a2y_57,r-l_57,1a2y,0,-196.8274,1360.86,339.622,5.472,-7.221,0.0546,-85.45,0.459211,0.0002,0.010279951,-1.071419358,0.3986603021621704
1a2y_58,r-l_58,1a2y,0,-204.4601,1076.91,260.369,18.606,-8.89,0.1558,-14.98,0.413019,0.0336,0.010279951,-0.489454776,1.8947968482971191
1a2y_59,r-l_59,1a2y,0,-194.9674,1163.99,399.797,16.725,-5.051,0.1414,-56.22,0.683784,0.0003,0.025106,-0.566096902,1.0157924890518188
1a2y_6,r-l_6,1a2y,0,-196.6721,1922.25,671.642,28.178,-6.243,0.1875,-67.98,0.173876,0,0.010279951,-0.419082493,0.9827612638473512
1a2y_60,r-l_60,1a2y,0,-230.5772,522.863,157.916,1.423,-10.743,0.0351,-10.72,0.427193,0.0275,0.010279951,-0.959467411,0.9289840459823608
1a2y_61,r-l_61,1a2y,0,-211.3746,530.109,202.451,7.444,-6.827,-0.1034,-18.07,0.550088,0.0046,0.008851098,-1.126917005,1.311819076538086
1a2y_62,r-l_62,1a2y,0,-196.8605,1309.9,381.91,35.246,-9.119,0.0074,-38.39,0.282103,0.0001,0.008969097,-0.69893527,-0.494149566
1a2y_63,r-l_63,1a2y,0,-210.1654,1855.54,584.456,14.375,-4.167,-0.017,-48.7,0.442563,0.0087,0.009951361,-0.42564261,1.579029918
1a2y_64,r-l_64,1a2y,0,-202.0545,588.968,206.459,14.747,-4.23,0.0945,-14.37,0.697266,0.0042,0.010279951,-1.457739711,1.8465898036956787
1a2y_65,r-l_65,1a2y,0,-195.9886,509.484,190.584,1.07,-3.7,-0.0628,-14.34,0.460293,0.6585,0.010279951,-0.565731347,0.281121016
1a2y_66,r-l_66,1a2y,0,-220.1507,1451.08,342.448,22.838,-7.888,0.1371,-30.08,0.011844,0,0.010279951,-1.737928867,1.4027687311172483
1a2y_67,r-l_67,1a2y,0,-213.3905,503,227.823,7.056,-7.483,-0.1279,-32.16,0.541747,0.0005,0.010041223,-1.138269424,1.920903921
1a2y_68,r-l_68,1a2y,0,-215.3548,1894.97,560.87,18.13,-4.582,0.1876,-50.21,0.606312,0.0001,0.010279951,-0.599773765,1.4199838638305664
1a2y_69,r-l_69,1a2y,0,-203.4195,1584.6,619.787,28.355,-9.229,0.3585,-58.61,0.35509,0,0.006197724,-1.429523468,0.9305604696273804
1a2y_7,r-l_7,1a2y,0,-228.7045,300.303,104.706,4.084,-3.764,-0.0697,-31.17,0.718573,0.9625,0.010279951,-0.490328759,-0.035411119
1a2y_70,r-l_70,1a2y,0,-225.2264,555.297,182.671,10.89,-3.894,0.1434,-11.5,0.555666,0.0272,0.010279951,-0.433413446,0.4984809160232544
1a2y_71,r-l_71,1a2y,0,374.0267,321.206,126.47,12.17,-3.724,-0.0582,-7.76,0.829258,0.071,0.010279951,-0.709329963,0.5293214321136475
1a2y_71328,r-l_71328,1a2y,1,-213.1101,557.204,210.692,-11.859,5.952,-0.3329,-32.62,0.850048,0.2899,0.010279951,-1.160090923,-1.409359694
1a2y_72,r-l_72,1a2y,0,-208.831,719.705,322.826,15.364,-5.759,0.1013,-41.71,0.429551,0.0609,1.8923e-05,-1.401316762,1.7258551120758057
1a2y_73,r-l_73,1a2y,0,-171.3288,1262.07,397.765,6.854,-6.397,-0.4686,-48.09,0.303965,0.0002,0.010279951,-0.787420571,1.8514927625656128
1a2y_74,r-l_74,1a2y,0,-225.6898,609.256,193.426,6.753,-6.861,0.0966,-24,0.428727,0.082,0.015423328,-1.600024037,1.9122356176376345
1a2y_75,r-l_75,1a2y,0,-178.169,3257.53,800.716,24.558,-11.216,0.1006,-81.05,-0.083868,0,0.00945593,-1.344673038,0.2535808086395263
1a2y_76,r-l_76,1a2y,0,-231.8711,1266.35,388.748,13.139,-10.017,0.0729,-30.22,0.332133,0.0003,0.010279951,-1.018893361,1.700248956680298
1a2y_77,r-l_77,1a2y,0,2154.1339,1658.11,505.505,5.38,-6.699,0.229,-30.65,0.647947,0.0001,0.010279951,-0.53242588,1.2979494333267212
1a2y_78,r-l_78,1a2y,0,-198.2891,543.92,237.577,17.986,-7.227,0.0658,-56.53,0.109525,0.1158,0.010279951,-1.763544917,1.765221118927002
1a2y_79,r-l_79,1a2y,0,-190.9497,1075.66,216.314,13.523,-7.882,0.0405,-18.22,0.490213,0.1158,0.010279951,-0.415432245,1.148360252380371
1a2y_8,r-l_8,1a2y,0,-197.2689,470.942,148.835,12.363,-6.154,0.2337,-24.66,0.806172,0.053,0.010279951,-0.484836936,1.5848450660705566
1a2y_80,r-l_80,1a2y,0,-208.218,477.385,124.633,24.625,-6.185,0.0317,-12.67,0.672779,0.3371,0.010279951,-0.710981786,1.454031467437744
1a2y_81,r-l_81,1a2y,0,-203.8576,559.131,189.623,14.95,-7.238,-0.0241,-44.69,0.322613,0.0005,0.010279951,-0.980596781,1.898349642753601
1a2y_82,r-l_82,1a2y,0,-220.4782,1076.28,425.703,15.665,-4.242,0.0144,-58.11,0.381634,0.2483,0.010279951,-0.673411131,-0.082598448
1a2y_83,r-l_83,1a2y,0,576.27122,919.271,271.014,17.49,-7.096,0.3166,-37.41,0.422335,0,0.010279951,-0.481699526,1.801232933998108
1a2y_84,r-l_84,1a2y,0,-230.3756,450.22,218.664,8.932,-1.674,-0.0956,-38.64,0.794519,0.9627,0.012214923,-0.488367617,-0.141807795
1a2y_85,r-l_85,1a2y,0,-164.3928,3600.87,1003.308,27.786,-9.976,0.1136,-99.15,-0.575098,0,0.010279951,-1.629928708,1.0466639995574951
1a2y_86,r-l_86,1a2y,0,-195.0858,1324.1,400.754,18.281,-8.677,0.2126,-46.76,-0.113661,0.0003,0.010279951,-1.373099566,1.4660307168960571
1a2y_87,r-l_87,1a2y,0,-209.1033,1142.91,419.018,16.064,4.343,-0.0015,-12.97,1.137944,0.1601,0.010279951,-1.456106663,1.1598402261734009
1a2y_88,r-l_88,1a2y,0,-219.7373,802.203,254.917,6.255,-2.478,0.0246,-55.98,0.645204,0.7199,0.010279951,-0.620588124,0.020326257
1a2y_89,r-l_89,1a2y,0,-208.8097,602.933,179.862,7.887,-4.378,-0.0216,-21.46,0.56632,0.0041,0.010279951,-0.211330727,1.5854371786117554
1a2y_9,r-l_9,1a2y,0,-210.2614,1471.69,502.732,11.711,-5.071,0.1536,-72.21,0.24804,0.0938,0.010279951,-0.66967082,1.124540090560913
1a2y_90,r-l_90,1a2y,0,-194.8596,1041.73,353.591,20.34,-9.051,0.2279,-37.95,0.784852,0.0011,0.010279951,-0.566971064,-0.1857059
1a2y_91,r-l_91,1a2y,0,-212.7595,819.611,240.105,13.128,-4.315,-0.0157,3.29,0.524999,0.0844,0.005726086,-0.863864541,1.3633549213409424
1a2y_92,r-l_92,1a2y,0,-216.0654,152.59,126.598,9.869,-1.207,-0.1436,0.14,0.727867,0.1061,0.010279951,-1.802430828,1.925153136253357
1a2y_93,r-l_93,1a2y,0,-192.6117,422.943,159.714,20.037,-6.801,0.164,-10.88,0.468567,0.7767,0.008838118,-0.665867865,1.753089189529419
1a2y_94,r-l_94,1a2y,0,-209.2165,1110.07,429.265,12.296,0.566,-0.2318,-38.46,0.872525,0.2387,0.010279951,-0.918969479,0.244282842
1a2y_95,r-l_95,1a2y,0,-206.6045,979.424,297.769,25.664,-4.757,-0.0195,-52.61,0.670469,0.0201,0.010279951,-2.028991938,0.7140123844146729
1a2y_96,r-l_96,1a2y,0,-204.7072,287.659,133.819,1.776,-6.739,-0.1226,-33.5,0.366728,0.0146,0.010279951,-0.580269396,1.8951367139816284
1a2y_97,r-l_97,1a2y,0,-225.2744,289.621,83.093,10.284,-2.384,0.086,-9.71,0.759466,0.2665,0.010279951,-0.871911943,-0.206317544
1a2y_98,r-l_98,1a2y,0,2458.4186600000003,1588.87,431.088,15.434,-9.801,0.1525,-71.05,0.296663,0,0.019304961,-1.295360804,0.9527353644371032
1a2y_99,r-l_99,1a2y,0,-233.685,1008.08,400.422,1.064,-6.113,0.3264,-40.15,0.610681,0.0044,0.010279951,-0.283732504,1.3059462308883667
1bvn_1,r-l_1,1bvn,0,-86.07007,1525.32,408.353,-18.342,3.414,0.0132,-72.73,0.984556,0,0.010279951,-1.704341292,-0.794113457
1bvn_10,r-l_10,1bvn,0,-126.7954,2052.6,704.586,-29.098,15.331,-0.5761,-150.86,1.976949,0.9981,0.004456302,0.933344305,-1.464505434
1bvn_100,r-l_100,1bvn,0,-65.16507,678.572,234.269,7.602,-0.726,0.0083,-46.43,0.675929,0,0.010279951,-1.643162966,-0.082398772
1bvn_101,r-l_101,1bvn,1,-78.8931,565.232,152.733,-18.453,-0.943,0.1358,-55.92,0.702659,0.0001,0.007398383,-2.028639078,-0.305351615
1bvn_102,r-l_102,1bvn,1,-126.3579,394.748,243.087,-32.999,16.959,-0.6781,-121.33,1.989251,0.9999,0.005078634,1.394667745,-1.650440812
1bvn_103,r-l_103,1bvn,1,-77.96492,1322.55,417.719,-9.903,4.082,-0.1596,-84.43,0.770316,0.0001,0.010279951,-1.708343983,-0.44337821
1bvn_104,r-l_104,1bvn,1,-77.36222,596.525,169.287,-1.566,0.416,-0.0718,-54.27,0.816699,0.9652,0.006375739,-1.034510493,1.2302032709121704
1bvn_105,r-l_105,1bvn,1,-44.79276,1716,576.374,-8.373,2.503,0.0109,-102.37,0.96834,0.0659,0.007230036,-0.219046757,1.460120439529419
1bvn_106,r-l_106,1bvn,1,-40.24849,1025.03,393.967,-0.301,-1.203,0.0162,-97.17,1.153485,0.827,0.019932207,-1.563033104,-0.042268515
1bvn_109,r-l_109,1bvn,1,-120.4157,881.593,382.158,-26.304,12.162,-0.5448,-105.89,1.871442,0.9993,0.020032186,1.114199638,-0.919786513
1bvn_11,r-l_11,1bvn,0,-65.22416,682.623,273.652,-17.399,0.389,0.0548,-62.33,0.766099,0.061,0.010279951,-1.558676243,-1.397025704
1bvn_110,r-l_110,1bvn,1,-121.8201,604.698,246.369,-32.823,13.853,-0.5252,-92.39,1.731678,0.9996,0.009474038,1.450211167,-0.340834737
1bvn_114,r-l_114,1bvn,1,2538291.875,1885.35,594.274,-25.195,12.045,-0.6325,-126.86,1.791083,0.9995,0.008112151,0.997687817,-0.373840809
1bvn_118,r-l_118,1bvn,1,-123.5811,398.957,267.936,-30.936,16.619,-0.5247,-104.53,1.98894,0.9999,0.007730538,1.275952101,-1.498291135
1bvn_12,r-l_12,1bvn,0,-124.3521,795.703,333.872,-28.59,15.696,-0.578,-132.81,2.090524,1,0.004911204,-1.274923325,-0.629075408
1bvn_13,r-l_13,1bvn,0,-75.373966,484.463,186.197,-18.161,0.778,-0.0607,-45.94,0.717974,0,0.012563178,-1.755608082,-1.331052303
1bvn_14,r-l_14,1bvn,0,-65.86559,583.819,216.634,-1.878,0.611,-0.0523,-98.33,0.819347,0.0042,0.00742436,-0.156857297,0.686380923
1bvn_15,r-l_15,1bvn,0,-69.44067,1693.73,512.709,-2.719,2.711,0.2727,-174.08,1.277014,0,0.008174078,-0.145508707,-1.448292494
1bvn_16,r-l_16,1bvn,0,-94.57436,659.042,204.503,-6.004,3.464,0.0165,-118.94,1.206685,0.0012,0.007979444,-0.901612676,-0.226654053
1bvn_17,r-l_17,1bvn,0,-84.63764,-24.1595,65.836,-11.488,9.004,-0.0796,-47.36,1.225973,0.982,4.3152e-05,-1.328585744,-1.176149845
1bvn_18,r-l_18,1bvn,0,-55.3566,631.209,241.796,-0.553,-0.741,0.0395,-54.16,0.953971,0.2467,0.005762705,-0.437477291,1.083420991897583
1bvn_19,r-l_19,1bvn,0,-69.61754,2375.9,535.402,-17.996,10.813,-0.2806,-135.22,0.987905,0.216,0.004680215,-0.231803879,0.6423699259757996
1bvn_2,r-l_2,1bvn,0,2882473.477,1401.28,399.693,-12.786,-4.7,0.2229,-114.31,0.596905,0,0.006411571,-2.188028812,-1.573039651
1bvn_20,r-l_20,1bvn,0,-65.647552,1968.54,593.336,-7.713,0.027,0.1781,-68.55,0.598573,0,0.01515592,-2.091987133,-0.723815024
1bvn_21,r-l_21,1bvn,0,-82.98734,628.207,209.311,-6.089,3.326,0.0349,-83.42,0.543565,0.0879,0.006830403,-0.814301425,-0.164497733
1bvn_22,r-l_22,1bvn,0,-78.45228,787.342,323.122,-22.712,0.392,-0.0484,-67.73,0.675908,0.1122,0.010279951,-1.525768757,-1.298509479
1bvn_23,r-l_23,1bvn,0,-97.44226,1298.41,310.073,-21,2.335,-0.0862,-50.96,0.682909,0.0005,0.010279951,-1.622844458,-1.095120192
1bvn_24,r-l_24,1bvn,0,-74.35237,304.791,101.147,-18.439,1.751,-0.1196,-88.65,0.762088,0.2599,0.00651213,0.191700503,1.3871574401855469
1bvn_25,r-l_25,1bvn,0,-55.310632,878.56,283.379,-3.994,0.835,0.1146,-59.46,0.897347,0.2449,0.010279951,-1.523852587,0.7863115668296814
1bvn_26,r-l_26,1bvn,0,-63.848092,1261.73,382.139,4.567,1.908,0.1321,-125.76,0.964631,0.0056,0.008242169,-0.149241284,0.1013163328170776
1bvn_27,r-l_27,1bvn,0,-74.006649,556.355,144.478,-15.524,0.843,0.0035,-42.73,0.486667,0.0001,0.010279951,-1.660205841,-0.563142657
1bvn_28,r-l_28,1bvn,0,-99.4931,1246.07,336.456,-11.375,6.348,-0.2432,-74.2,0.805095,0.0101,0.009637593,-0.409918934,0.05125916
1bvn_29,r-l_29,1bvn,0,-44.53503,1163.85,401.867,-6.883,4.908,-0.0717,-92.03,0.717024,0.0176,0.004145624,-0.707996249,1.1188757419586182
1bvn_3,r-l_3,1bvn,0,-71.92218,2074.21,503.369,-16.083,4.389,0.0817,-116.54,1.051402,0.0049,0.005168964,-0.164515793,1.0183930397033691
1bvn_30,r-l_30,1bvn,0,-71.68136,524.844,177.008,-16.516,-0.728,0.0743,-43.69,0.605064,0.0005,0.007351903,-2.176721334,-1.474229574
1bvn_31,r-l_31,1bvn,0,-61.70212,1632.03,440.158,-3.904,0.385,0.2711,-71.33,0.449288,0.0509,0.006705471,-1.914697051,0.6452391743659973
1bvn_32,r-l_32,1bvn,0,25.027300000000004,3000.68,1097.734,-16.395,20.021,0.0674,-216.91,1.916099,0.9998,0.005958471,-0.848968983,-1.339565039
1bvn_33,r-l_33,1bvn,0,-65.75213,540.149,214.142,-13.378,0.046,-0.0884,-35.73,0.646922,0,0.019306138,-1.760480881,-0.024755836
1bvn_34,r-l_34,1bvn,0,-88.93838,-57.324,48.404,-19.002,8.903,0.0001,-38.58,1.165108,0.9613,0.018958127,-1.062568545,-0.626836896
1bvn_35,r-l_35,1bvn,0,-68.59214,739.392,288.042,-15.885,5.619,-0.1936,-80.14,1.284396,0.755,0.009576875,-1.03948462,-0.29415834
1bvn_36,r-l_36,1bvn,0,-80.428851,1132.32,413.862,1.919,-2.98,0.0459,-67.67,0.75203,0,0.007202576,-1.612463236,0.051599503
1bvn_37,r-l_37,1bvn,0,-75.54413,93.8437,127.641,1.38,3.488,0.1633,-43.26,0.796812,0.0434,0.011714889,-1.492487788,0.1809835433959961
1bvn_38,r-l_38,1bvn,0,-87.7842,205.966,121.689,-17.882,4.263,-0.0183,-75.86,0.964077,0.014,0.006107019,-0.245306745,0.7547232508659363
1bvn_39,r-l_39,1bvn,0,-53.83199,2020.97,826.642,-11.775,17.162,0.123,-161.25,1.676831,0.9993,0.005452259,-0.817835033,-1.041649938
1bvn_4,r-l_4,1bvn,0,-58.36781,462.008,201.261,-11.929,-2.257,-0.1206,-65.49,0.712898,0.0001,0.007124019,-2.261329174,-1.63210988
1bvn_40,r-l_40,1bvn,0,-76.40436,1158.29,323.937,6.391,6.466,-0.0902,-68.64,0.7134,0.7607,0.007949491,-0.509441793,1.6073856353759766
1bvn_41,r-l_41,1bvn,0,-66.72514,818.164,352.298,-3.66,3.079,0.1255,-54.26,1.002099,0.3083,0.004900877,-0.465216994,0.2814586162567138
1bvn_42,r-l_42,1bvn,0,-57.72768,2118.03,689.242,4.573,1.461,-0.0673,-70.12,0.675002,0.0127,0.010279951,-1.668451905,0.2880768775939941
1bvn_43,r-l_43,1bvn,0,-47.3239,379.003,154.236,-6.082,-2.246,0.0056,-11.44,0.449782,0.0001,0.015894333,-1.670205832,-0.253866792
1bvn_44,r-l_44,1bvn,0,-79.29874,1303.28,466.265,-11.709,10.286,-0.0533,-111.69,1.158609,0.1922,0.006800913,-0.276245594,1.323125243186951
1bvn_45,r-l_45,1bvn,0,-61.190952,729.59,255.503,-15.048,-1.527,0.1185,-51.58,0.672202,0,0.010355806,-1.866618514,-0.804181635
1bvn_46,r-l_46,1bvn,0,-63.70537,826.791,247.213,-6.698,-4.855,0.1061,-83.64,0.59225,0,0.00715996,-2.210347891,-1.725431204
1bvn_47,r-l_47,1bvn,0,-84.62859,165.731,146.886,-5.62,0.844,0.0437,-49.3,1.193912,0.0564,0.005092233,-0.385385156,-0.193922639
1bvn_48,r-l_48,1bvn,0,-96.99515,423.925,165.119,-9.813,2.359,-0.0712,-78.21,0.622543,0.0459,0.006683361,-1.013397139,0.5094220638275146
1bvn_49,r-l_49,1bvn,0,-76.830128,75.1458,76.418,-11.259,7.795,-0.0952,-47.47,1.254734,0.9852,0.006826087,-1.245078802,-0.668701768
1bvn_5,r-l_5,1bvn,0,-65.27634,427.855,223.553,-3.302,5.33,-0.2066,-67.71,1.000616,0.0435,0.018022662,-1.167645335,-1.492692709
1bvn_50,r-l_50,1bvn,0,-78.46904,1016.37,384.619,-17.633,10.108,-0.2126,-109.25,1.195467,0.3655,0.005331102,-0.421333194,0.00620985
1bvn_51,r-l_51,1bvn,0,-64.952042,199.151,140.205,-17.549,2.497,-0.165,-36.23,0.748237,0.0057,0.010279951,-1.561073661,-0.986849427
1bvn_52,r-l_52,1bvn,0,-51.71435,998.419,321.466,-4.859,-4.544,-0.0009,-64.79,0.416607,0.0001,0.007052611,-2.10996747,-1.266475201
